time (UTC),latitude,longitude,depth,event_number,ntra_a,ntra_b,ntra_c,slca_a,slca_b,slca_c,phos_a,phos_b,phos_c,amon_a,amon_b,amon_c
2013-01-11 18:08:00,41.325,-70.565,6.0,MVCO_306,3.011,2.975,NaN,3.975,4.963,NaN,0.488,0.549,NaN,0.000,0.000,NaN
2013-01-11 18:08:00,41.325,-70.565,2.0,MVCO_306,2.830,2.872,NaN,3.752,3.349,NaN,0.567,0.503,NaN,0.000,0.000,NaN
2013-01-11 18:08:00,41.325,-70.565,10.0,MVCO_306,2.954,2.607,NaN,3.973,4.139,NaN,0.408,0.516,NaN,0.000,0.000,NaN
2013-01-11 18:08:00,41.325,-70.565,15.5,MVCO_306,2.564,2.580,NaN,4.847,4.228,NaN,0.358,0.512,NaN,0.000,0.000,NaN
2013-02-14 18:09:00,41.325,-70.565,6.0,MVCO_307,0.000,0.000,NaN,5.082,5.033,NaN,0.318,0.231,NaN,0.000,0.000,NaN
2013-02-14 18:09:00,41.325,-70.565,2.0,MVCO_307,0.000,0.000,NaN,2.664,2.862,NaN,0.300,0.279,NaN,0.442,1.148,NaN
2013-02-14 18:09:00,41.325,-70.565,10.0,MVCO_307,0.050,0.094,NaN,3.051,3.249,NaN,0.199,0.341,NaN,0.000,0.000,NaN
2013-02-14 18:09:00,41.325,-70.565,15.0,MVCO_307,0.176,0.198,NaN,7.603,7.155,NaN,0.354,0.343,NaN,0.000,0.000,NaN
2013-03-03 21:30:00,41.325,-70.565,15.0,MVCO_308,0.617,0.644,NaN,1.149,1.186,NaN,0.301,0.301,NaN,0.369,0.638,NaN
2013-03-03 21:30:00,41.325,-70.565,10.0,MVCO_308,0.492,0.493,NaN,1.302,1.570,NaN,0.283,0.283,NaN,0.430,0.583,NaN
2013-03-03 21:30:00,41.325,-70.565,6.0,MVCO_308,0.119,0.133,NaN,1.579,1.616,NaN,0.257,0.248,NaN,0.147,0.492,NaN
2013-03-03 21:30:00,41.325,-70.565,0.0,MVCO_308,0.087,0.085,NaN,0.582,0.537,NaN,0.251,0.246,NaN,0.789,0.931,NaN
2013-04-04 14:10:00,41.3243,-70.5657,10.0,MVCO_309,0.000,0.000,NaN,0.043,0.000,NaN,0.136,0.134,NaN,0.850,0.531,NaN
2013-04-04 14:10:00,41.3243,-70.5657,3.0,MVCO_309,0.000,0.000,NaN,0.000,2.619,NaN,0.157,0.166,NaN,0.796,1.274,NaN
2013-04-04 14:10:00,41.3243,-70.5657,14.8,MVCO_309,0.000,0.000,NaN,0.000,0.113,NaN,0.133,0.150,NaN,0.500,0.496,NaN
2013-04-04 14:10:00,41.3243,-70.5657,6.0,MVCO_309,0.000,0.000,NaN,0.000,0.000,NaN,0.144,0.146,NaN,0.464,0.520,NaN
2013-04-29 18:30:00,41.3243,-70.5657,2.0,MVCO_310,0.000,0.000,NaN,5.988,5.683,NaN,0.149,0.113,NaN,0.946,0.995,NaN
2013-04-29 18:30:00,41.3243,-70.5657,10.0,MVCO_310,0.000,0.000,NaN,0.946,0.953,NaN,0.153,0.155,NaN,0.289,1.028,NaN
2013-04-29 18:30:00,41.3243,-70.5657,15.0,MVCO_310,0.000,0.000,NaN,2.386,1.003,NaN,0.162,0.159,NaN,1.146,0.695,NaN
2013-04-29 18:30:00,41.3243,-70.5657,6.0,MVCO_310,0.000,0.000,NaN,0.968,0.933,NaN,0.116,0.144,NaN,0.801,0.647,NaN
2013-05-07 20:00:00,41.3243,-70.5657,0.0,MVCO_311,0.000,0.000,NaN,3.372,3.806,NaN,0.193,0.179,NaN,0.883,0.590,NaN
2013-06-16 16:30:00,41.3243,-70.5657,2.0,MVCO_312,0.000,0.000,NaN,5.070,5.048,NaN,0.164,0.178,NaN,0.740,0.846,NaN
2013-06-16 16:30:00,41.3243,-70.5657,6.0,MVCO_312,0.000,0.000,NaN,1.961,1.927,NaN,0.162,0.215,NaN,0.647,0.514,NaN
2013-06-16 16:30:00,41.3243,-70.5657,15.0,MVCO_312,0.000,0.000,NaN,2.031,3.825,NaN,0.177,0.183,NaN,0.546,0.399,NaN
2013-06-16 16:30:00,41.3243,-70.5657,10.0,MVCO_312,0.000,0.000,NaN,1.941,1.991,NaN,0.189,0.192,NaN,0.484,0.716,NaN
2013-06-21 16:30:00,41.3243,-70.5657,10.0,MVCO_313,0.000,0.000,NaN,1.137,1.141,NaN,0.138,0.117,NaN,0.500,0.663,NaN
2013-06-21 16:30:00,41.3243,-70.5657,6.0,MVCO_313,0.000,0.000,NaN,0.454,0.474,NaN,0.123,0.296,NaN,0.441,1.040,NaN
2013-06-21 16:30:00,41.3243,-70.5657,15.0,MVCO_313,0.000,0.000,NaN,1.437,1.435,NaN,0.171,0.187,NaN,0.715,0.610,NaN
2013-06-21 16:30:00,41.3243,-70.5657,2.0,MVCO_313,0.086,0.000,NaN,6.303,6.219,NaN,0.209,0.213,NaN,1.535,1.573,NaN
2013-07-13 14:15:00,41.3243,-70.5657,15.0,MVCO_314,0.000,0.000,NaN,0.520,0.518,NaN,0.194,0.152,NaN,0.399,0.431,NaN
2013-07-13 14:15:00,41.3243,-70.5657,2.0,MVCO_314,0.000,0.000,NaN,3.074,2.933,NaN,0.152,0.200,NaN,0.780,1.086,NaN
2013-07-13 14:15:00,41.3243,-70.5657,10.0,MVCO_314,0.000,0.000,NaN,0.480,0.581,NaN,0.163,0.195,NaN,0.387,0.313,NaN
2013-07-13 14:15:00,41.3243,-70.5657,6.0,MVCO_314,0.000,0.000,NaN,0.498,0.514,NaN,0.198,0.162,NaN,0.511,0.589,NaN
2013-07-17 19:00:00,41.3243,-70.5657,0.0,MVCO_315,0.000,0.000,NaN,3.938,3.951,NaN,0.235,0.220,NaN,1.064,0.431,NaN
2013-08-01 15:30:00,41.3243,-70.5657,6.0,MVCO_316,0.000,0.000,NaN,0.089,0.094,NaN,0.161,0.172,NaN,0.527,0.451,NaN
2013-08-01 15:30:00,41.3243,-70.5657,0.0,MVCO_316,0.000,0.000,NaN,7.320,7.414,NaN,0.097,0.152,NaN,0.647,0.624,NaN
2013-08-01 15:30:00,41.3243,-70.5657,10.0,MVCO_316,0.000,0.000,NaN,0.512,0.801,NaN,0.239,0.239,NaN,1.114,0.695,NaN
2013-08-01 15:30:00,41.3243,-70.5657,13.0,MVCO_316,0.000,0.000,NaN,1.905,1.706,NaN,0.360,0.276,NaN,0.530,0.551,NaN
2013-08-13 14:00:00,41.3243,-70.5657,2.0,MVCO_317,0.000,0.000,NaN,4.202,4.199,NaN,0.183,0.213,NaN,0.712,0.713,NaN
2013-08-13 14:00:00,41.3243,-70.5657,6.0,MVCO_317,0.000,0.000,NaN,9.729,10.422,NaN,0.222,0.257,NaN,0.510,0.489,NaN
2013-08-13 14:00:00,41.3243,-70.5657,10.0,MVCO_317,0.000,0.000,NaN,13.222,15.201,NaN,0.318,0.302,NaN,0.836,0.702,NaN
2013-08-13 14:00:00,41.3243,-70.5657,13.0,MVCO_317,0.000,0.000,NaN,13.190,12.006,NaN,0.207,0.300,NaN,0.274,0.979,NaN
2013-08-23 14:30:00,41.3243,-70.5657,0.0,MVCO_318,1.441,0.272,NaN,3.915,3.679,NaN,0.233,0.201,NaN,1.117,0.780,NaN
2013-09-06 22:30:00,41.325,-70.565,0.0,MVCO_319,0.000,0.000,NaN,4.476,4.243,NaN,0.349,0.347,NaN,0.490,0.565,NaN
2013-09-19 20:00:00,41.325,-70.565,0.0,MVCO_320,0.563,0.240,NaN,1.528,1.633,NaN,0.355,0.354,NaN,1.727,1.602,NaN
2013-09-19 20:00:00,41.325,-70.565,6.0,MVCO_320,0.157,0.326,NaN,0.000,0.000,NaN,0.428,0.385,NaN,0.225,0.240,NaN
2013-09-19 20:00:00,41.325,-70.565,10.0,MVCO_320,0.220,0.000,NaN,0.000,0.000,NaN,0.289,0.356,NaN,1.423,0.249,NaN
2013-09-19 20:00:00,41.325,-70.565,13.0,MVCO_320,0.120,0.112,NaN,0.143,0.099,NaN,0.408,0.395,NaN,0.830,0.845,NaN
2013-10-15 16:41:00,41.325,-70.565,10.0,MVCO_321,0.000,0.149,NaN,0.216,0.300,NaN,0.330,0.370,NaN,1.470,1.312,NaN
2013-10-15 16:41:00,41.325,-70.565,6.0,MVCO_321,0.196,0.000,NaN,0.276,0.397,NaN,0.347,0.353,NaN,1.868,1.164,NaN
2013-10-15 16:41:00,41.325,-70.565,13.0,MVCO_321,0.000,0.058,NaN,0.651,0.333,NaN,0.437,0.341,NaN,0.338,1.379,NaN
2013-10-15 16:41:00,41.325,-70.565,2.0,MVCO_321,0.260,0.048,NaN,0.226,0.279,NaN,0.293,0.313,NaN,1.856,1.285,NaN
2013-10-29 18:30:00,41.325,-70.565,13.0,MVCO_322,0.000,0.000,NaN,11.016,13.851,NaN,0.527,0.630,NaN,0.600,0.881,NaN
2013-10-29 18:30:00,41.325,-70.565,10.0,MVCO_322,0.000,0.000,NaN,7.764,8.562,NaN,0.533,0.555,NaN,0.893,0.834,NaN
2013-10-29 18:30:00,41.325,-70.565,6.0,MVCO_322,0.000,0.000,NaN,6.415,6.514,NaN,0.600,0.581,NaN,0.979,0.646,NaN
2013-10-29 18:30:00,41.325,-70.565,2.0,MVCO_322,0.000,0.000,NaN,5.126,5.082,NaN,0.520,0.524,NaN,0.940,0.881,NaN
2013-11-21 19:15:00,41.325,-70.565,2.0,MVCO_323,0.069,0.085,NaN,2.916,2.990,NaN,0.557,0.558,NaN,1.387,1.484,NaN
2013-11-21 19:15:00,41.325,-70.565,13.0,MVCO_323,0.000,0.000,NaN,7.855,7.130,NaN,0.547,0.564,NaN,0.901,1.089,NaN
2013-11-21 19:15:00,41.325,-70.565,10.0,MVCO_323,0.000,0.000,NaN,5.331,5.170,NaN,0.582,0.577,NaN,1.410,1.484,NaN
2013-11-21 19:15:00,41.325,-70.565,6.0,MVCO_323,0.000,0.000,NaN,3.588,3.826,NaN,0.552,0.555,NaN,0.764,0.868,NaN
2014-01-16 21:00:00,41.325,-70.565,10.0,MVCO_324,1.641,1.806,NaN,0.000,0.000,NaN,0.420,0.463,NaN,1.131,0.992,NaN
2014-01-16 21:00:00,41.325,-70.565,6.0,MVCO_324,1.139,1.137,NaN,0.000,0.000,NaN,0.399,0.396,NaN,0.938,1.053,NaN
2014-01-16 21:00:00,41.325,-70.565,0.0,MVCO_324,0.868,0.848,NaN,0.684,0.891,NaN,0.427,0.427,NaN,1.302,1.263,NaN
2014-01-16 21:00:00,41.325,-70.565,13.0,MVCO_324,1.757,1.764,NaN,0.000,0.000,NaN,0.409,0.420,NaN,1.168,1.142,NaN
2014-02-26 15:40:00,41.325,-70.565,14.0,MVCO_325,0.000,0.124,NaN,0.381,0.380,NaN,0.217,0.091,NaN,1.658,1.892,NaN
2014-02-26 15:40:00,41.325,-70.565,10.0,MVCO_325,0.000,0.000,NaN,0.352,0.331,NaN,0.109,0.067,NaN,1.923,2.648,NaN
2014-02-26 15:40:00,41.325,-70.565,6.0,MVCO_325,0.000,0.000,NaN,0.340,0.339,NaN,0.193,0.067,NaN,2.044,2.522,NaN
2014-02-26 15:40:00,41.325,-70.565,0.0,MVCO_325,0.000,0.148,NaN,2.249,2.215,NaN,0.125,0.135,NaN,0.740,0.926,NaN
2014-04-02 18:20:00,41.325,-70.565,15.0,MVCO_326,0.094,0.000,NaN,0.712,0.666,NaN,0.387,0.355,NaN,0.959,1.051,NaN
2014-04-02 18:20:00,41.325,-70.565,2.0,MVCO_326,0.000,0.056,NaN,6.614,7.089,NaN,0.163,0.171,NaN,2.885,2.715,NaN
2014-04-02 18:20:00,41.325,-70.565,6.0,MVCO_326,0.000,0.000,NaN,0.731,0.884,NaN,0.174,0.171,NaN,1.035,0.994,NaN
2014-04-02 18:20:00,41.325,-70.565,10.0,MVCO_326,0.000,0.000,NaN,0.733,0.747,NaN,0.150,0.197,NaN,0.902,0.756,NaN
2014-05-30 19:45:00,41.325,-70.565,0.0,MVCO_327,0.151,0.000,NaN,6.969,5.952,NaN,0.161,0.129,NaN,0.943,1.060,NaN
2014-06-25 15:45:00,41.325,-70.565,15.0,MVCO_328,0.121,0.000,NaN,3.190,3.152,NaN,0.169,0.137,NaN,1.298,0.935,NaN
2014-06-25 15:45:00,41.325,-70.565,2.0,MVCO_328,0.051,0.000,NaN,8.287,8.515,NaN,0.194,0.150,NaN,2.263,1.985,NaN
2014-06-25 15:45:00,41.325,-70.565,6.0,MVCO_328,0.000,0.000,NaN,2.923,2.961,NaN,0.132,0.092,NaN,0.922,0.977,NaN
2014-06-25 15:45:00,41.325,-70.565,10.0,MVCO_328,0.000,0.000,NaN,2.912,3.008,NaN,0.161,0.136,NaN,0.960,0.893,NaN
2014-08-05 22:20:00,41.325,-70.565,10.0,MVCO_329,0.000,0.000,NaN,1.212,1.092,NaN,0.250,0.160,NaN,2.242,1.425,NaN
2014-08-05 22:20:00,41.325,-70.565,6.0,MVCO_329,0.000,0.000,NaN,0.736,0.883,NaN,0.157,0.134,NaN,1.271,1.671,NaN
2014-08-05 22:20:00,41.325,-70.565,2.0,MVCO_329,0.000,0.000,NaN,12.384,12.278,NaN,0.223,0.255,NaN,1.787,2.086,NaN
2014-08-05 22:20:00,41.325,-70.565,15.0,MVCO_329,0.162,0.000,NaN,2.145,2.243,NaN,0.382,0.319,NaN,1.975,1.659,NaN
2014-08-26 18:50:00,41.325,-70.565,0.0,MVCO_330,0.000,0.000,NaN,7.261,6.769,NaN,0.348,0.178,NaN,2.483,1.553,NaN
2014-09-04 20:30:00,41.325,-70.565,0.0,MVCO_331,0.000,0.163,NaN,9.329,9.025,NaN,0.278,0.280,NaN,1.957,2.372,NaN
2014-09-16 17:20:00,41.325,-70.565,14.0,MVCO_332,0.000,0.000,NaN,0.471,0.377,NaN,0.236,0.276,NaN,1.623,2.054,NaN
2014-09-16 17:20:00,41.325,-70.565,10.0,MVCO_332,0.000,0.000,NaN,0.378,0.741,NaN,0.228,0.245,NaN,1.076,1.398,NaN
2014-09-16 17:20:00,41.325,-70.565,6.0,MVCO_332,0.000,0.000,NaN,0.768,0.677,NaN,0.225,0.216,NaN,1.511,1.066,NaN
2014-09-16 17:20:00,41.325,-70.565,1.5,MVCO_332,0.000,0.000,NaN,0.522,0.464,NaN,0.225,0.241,NaN,1.680,1.774,NaN
2014-10-31 17:00:00,41.325,-70.565,0.0,MVCO_333,2.879,2.834,NaN,15.245,15.155,NaN,0.429,0.595,NaN,3.122,3.509,NaN
2014-11-11 14:57:00,41.325,-70.565,0.0,MVCO_334,2.459,2.508,NaN,2.935,2.896,NaN,0.409,0.394,NaN,2.264,1.646,NaN
2014-12-19 20:20:00,41.325,-70.565,13.0,MVCO_335,0.126,0.075,NaN,0.509,0.527,NaN,0.277,0.327,NaN,1.662,2.191,NaN
2014-12-19 20:20:00,41.325,-70.565,10.0,MVCO_335,0.111,0.096,NaN,0.517,0.517,NaN,0.401,0.402,NaN,1.668,2.010,NaN
2014-12-19 20:20:00,41.325,-70.565,6.0,MVCO_335,0.093,0.094,NaN,0.512,0.558,NaN,0.290,0.417,NaN,2.239,1.904,NaN
2014-12-19 20:20:00,41.325,-70.565,1.5,MVCO_335,0.134,0.174,NaN,0.946,0.528,NaN,0.283,0.417,NaN,2.440,2.886,NaN
2015-03-10 14:45:00,41.325,-70.565,6.0,MVCO_336,0.142,0.000,NaN,0.390,0.504,NaN,0.225,0.213,NaN,2.910,3.136,NaN
2015-03-10 14:45:00,41.325,-70.565,2.0,MVCO_336,0.068,0.053,NaN,0.542,0.189,NaN,0.185,0.272,NaN,3.449,0.800,NaN
2015-03-10 14:45:00,41.325,-70.565,10.0,MVCO_336,0.061,0.000,NaN,0.533,0.311,NaN,0.229,0.162,NaN,1.877,2.306,NaN
2015-03-10 14:45:00,41.325,-70.565,15.0,MVCO_336,0.000,0.000,NaN,0.000,0.367,NaN,0.249,0.226,NaN,2.937,1.411,NaN
2015-03-25 16:06:00,41.325,-70.565,10.0,MVCO_337,0.000,0.128,NaN,0.331,0.343,NaN,0.227,0.241,NaN,0.787,1.152,NaN
2015-03-25 16:06:00,41.325,-70.565,6.0,MVCO_337,0.000,0.000,NaN,0.339,0.336,NaN,0.232,0.241,NaN,0.825,0.835,NaN
2015-03-25 16:06:00,41.325,-70.565,2.0,MVCO_337,0.000,0.000,NaN,0.356,0.416,NaN,0.182,0.181,NaN,1.218,1.148,NaN
2015-03-25 16:06:00,41.325,-70.565,15.0,MVCO_337,0.000,0.058,NaN,0.349,0.335,NaN,0.232,0.237,NaN,0.889,0.918,NaN
2015-04-02 17:00:00,41.325,-70.565,0.0,MVCO_338,0.110,0.112,NaN,1.813,1.777,NaN,0.151,0.191,NaN,1.041,1.019,NaN
2015-04-27 19:10:00,41.325,-70.565,0.0,MVCO_339,0.000,0.063,NaN,1.793,2.086,NaN,0.152,0.161,NaN,0.817,0.870,NaN
2015-05-19 14:15:00,41.325,-70.565,6.0,MVCO_340,0.000,0.000,NaN,1.789,2.090,NaN,0.272,0.179,NaN,0.783,0.785,NaN
2015-05-19 14:15:00,41.325,-70.565,2.0,MVCO_340,0.000,0.000,NaN,1.884,2.695,NaN,0.207,0.213,NaN,0.558,0.773,NaN
2015-05-19 14:15:00,41.325,-70.565,10.0,MVCO_340,0.045,0.048,NaN,1.935,1.798,NaN,0.187,0.272,NaN,0.851,0.931,NaN
2015-05-19 14:15:00,41.325,-70.565,14.0,MVCO_340,0.000,0.000,NaN,1.810,2.059,NaN,0.228,0.226,NaN,0.750,0.796,NaN
2015-06-24 14:30:00,41.325,-70.565,10.0,MVCO_341,0.000,0.083,NaN,2.834,2.665,NaN,0.283,0.299,NaN,0.888,0.724,NaN
2015-06-24 14:30:00,41.325,-70.565,6.0,MVCO_341,0.063,0.055,NaN,2.926,3.381,NaN,0.283,0.246,NaN,0.705,0.774,NaN
2015-06-24 14:30:00,41.325,-70.565,2.0,MVCO_341,0.000,0.000,NaN,6.773,6.684,NaN,0.254,0.352,NaN,0.896,0.773,NaN
2015-06-24 14:30:00,41.325,-70.565,13.0,MVCO_341,0.000,0.000,NaN,3.074,3.319,NaN,0.267,0.264,NaN,0.523,0.698,NaN
2015-07-13 16:50:00,41.325,-70.565,0.0,MVCO_342,0.063,0.042,NaN,3.284,3.336,NaN,0.302,0.313,NaN,1.227,1.178,NaN
2015-07-23 19:00:00,41.325,-70.565,2.0,MVCO_343,0.000,0.052,NaN,1.275,1.263,NaN,0.284,0.298,NaN,0.265,0.436,NaN
2015-07-23 19:00:00,41.325,-70.565,13.0,MVCO_343,0.000,0.000,NaN,3.324,2.580,NaN,0.376,0.349,NaN,0.695,0.873,NaN
2015-07-23 19:00:00,41.325,-70.565,10.0,MVCO_343,0.000,0.000,NaN,2.646,2.894,NaN,0.358,0.370,NaN,1.121,0.657,NaN
2015-07-23 19:00:00,41.325,-70.565,6.0,MVCO_343,0.000,0.000,NaN,1.717,1.660,NaN,0.241,0.239,NaN,0.137,0.266,NaN
2015-07-27 18:30:00,41.325,-70.565,2.0,MVCO_344,0.000,NaN,NaN,1.241,NaN,NaN,0.276,NaN,NaN,0.398,NaN,NaN
2015-07-28 20:00:00,41.325,-70.565,0.0,MVCO_345,0.000,0.000,NaN,2.031,1.964,NaN,0.311,0.363,NaN,0.158,0.267,NaN
2015-07-29 20:00:00,41.325,-70.565,0.0,MVCO_346,0.079,0.063,NaN,3.960,4.043,NaN,0.305,0.317,NaN,0.302,0.298,NaN
2015-08-20 18:00:00,41.325,-70.565,13.0,MVCO_347,0.000,0.000,NaN,0.555,0.574,NaN,0.406,0.362,NaN,0.272,0.301,NaN
2015-08-20 18:00:00,41.325,-70.565,10.0,MVCO_347,0.000,0.000,NaN,0.567,0.564,NaN,0.413,0.333,NaN,0.283,0.240,NaN
2015-08-20 18:00:00,41.325,-70.565,6.0,MVCO_347,0.000,0.463,NaN,0.537,1.580,NaN,0.336,0.433,NaN,0.235,0.441,NaN
2015-08-20 18:00:00,41.325,-70.565,2.0,MVCO_347,0.000,0.000,NaN,1.055,1.466,NaN,0.406,0.343,NaN,0.676,0.574,NaN
2015-08-27 15:30:00,41.325,-70.565,13.0,MVCO_348,0.736,0.771,NaN,5.251,5.450,NaN,1.020,1.091,NaN,2.405,2.497,NaN
2015-08-27 15:30:00,41.325,-70.565,10.0,MVCO_348,0.000,0.000,NaN,0.921,0.913,NaN,0.480,0.495,NaN,0.404,0.386,NaN
2015-08-27 15:30:00,41.325,-70.565,6.0,MVCO_348,0.000,0.000,NaN,0.522,0.579,NaN,0.425,0.410,NaN,0.436,0.460,NaN
2015-08-27 15:30:00,41.325,-70.565,2.0,MVCO_348,0.000,0.000,NaN,3.777,4.124,NaN,0.421,0.430,NaN,0.888,0.911,NaN
2015-09-03 20:00:00,41.325,-70.565,13.0,MVCO_349,0.000,0.000,NaN,0.875,0.893,NaN,0.488,0.504,NaN,0.515,0.534,NaN
2015-09-03 20:00:00,41.325,-70.565,2.0,MVCO_349,0.000,0.000,NaN,5.997,6.079,NaN,0.382,0.377,NaN,0.712,0.793,NaN
2015-09-03 20:00:00,41.325,-70.565,10.0,MVCO_349,0.041,0.000,NaN,1.258,1.189,NaN,0.447,0.451,NaN,0.477,0.500,NaN
2015-09-03 20:00:00,41.325,-70.565,6.0,MVCO_349,0.000,0.000,NaN,0.574,0.578,NaN,0.399,0.391,NaN,0.444,0.441,NaN
2015-09-18 17:00:00,41.325,-70.565,0.0,MVCO_350,0.396,0.166,NaN,6.430,4.980,NaN,0.403,0.412,NaN,0.876,0.714,NaN
2015-10-08 20:00:00,41.325,-70.565,0.0,MVCO_351,1.595,1.485,NaN,6.157,5.735,NaN,0.654,0.654,NaN,2.590,2.811,NaN
2015-10-27 18:28:00,41.325,-70.565,13.0,MVCO_352,0.765,0.936,NaN,2.106,2.215,NaN,0.459,0.475,NaN,0.982,1.222,NaN
2015-10-27 18:28:00,41.325,-70.565,10.0,MVCO_352,0.657,0.751,NaN,1.937,2.131,NaN,0.438,0.455,NaN,1.173,1.032,NaN
2015-10-27 18:28:00,41.325,-70.565,6.0,MVCO_352,0.562,0.545,NaN,1.996,1.740,NaN,0.434,0.420,NaN,1.061,1.159,NaN
2015-10-27 18:28:00,41.325,-70.565,2.0,MVCO_352,0.574,0.508,NaN,1.965,1.931,NaN,0.435,0.466,NaN,1.046,1.139,NaN
2015-11-18 19:50:00,41.325,-70.565,2.0,MVCO_353,0.900,0.875,NaN,3.553,3.593,NaN,0.506,0.497,NaN,2.511,2.559,NaN
2015-11-18 19:50:00,41.325,-70.565,13.0,MVCO_353,1.059,1.112,NaN,2.127,2.153,NaN,0.572,0.508,NaN,1.625,1.604,NaN
2015-11-18 19:50:00,41.325,-70.565,6.0,MVCO_353,0.962,0.952,NaN,2.180,2.156,NaN,0.505,0.488,NaN,1.561,1.805,NaN
2015-11-18 19:50:00,41.325,-70.565,10.0,MVCO_353,1.043,1.045,NaN,2.174,2.490,NaN,0.516,0.490,NaN,1.717,1.795,NaN
2015-12-14 16:00:00,41.325,-70.565,0.0,MVCO_354,0.000,0.000,NaN,0.646,0.614,NaN,0.455,0.509,NaN,1.235,1.321,NaN
2016-01-29 16:27:00,41.325,-70.565,13.0,MVCO_355,0.000,0.000,NaN,0.172,0.171,NaN,0.361,0.413,NaN,1.052,0.659,NaN
2016-01-29 16:27:00,41.325,-70.565,6.0,MVCO_355,0.000,0.000,NaN,0.109,0.055,NaN,0.413,0.311,NaN,0.717,0.678,NaN
2016-01-29 16:27:00,41.325,-70.565,10.0,MVCO_355,0.000,0.000,NaN,0.130,0.080,NaN,0.426,0.395,NaN,0.779,0.801,NaN
2016-01-29 16:27:00,41.325,-70.565,2.0,MVCO_355,0.000,0.000,NaN,0.000,0.000,NaN,0.395,0.382,NaN,0.718,0.659,NaN
2016-03-04 14:30:00,41.325,-70.565,0.0,MVCO_356,0.000,0.000,NaN,1.123,1.121,NaN,0.254,0.228,NaN,0.984,0.970,NaN
2016-03-17 15:45:00,41.325,-70.565,13.0,MVCO_357,0.000,0.000,NaN,0.000,0.000,NaN,0.255,0.283,NaN,0.698,0.704,NaN
2016-03-17 15:45:00,41.325,-70.565,2.0,MVCO_357,0.000,0.000,NaN,0.000,0.000,NaN,0.227,0.229,NaN,0.766,0.706,NaN
2016-03-17 15:45:00,41.325,-70.565,6.0,MVCO_357,0.000,0.000,NaN,0.000,0.000,NaN,0.237,0.219,NaN,0.743,0.718,NaN
2016-03-17 15:45:00,41.325,-70.565,10.0,MVCO_357,0.000,0.000,NaN,0.000,0.000,NaN,0.255,0.243,NaN,0.703,0.685,NaN
2016-03-30 15:00:00,41.325,-70.565,0.0,MVCO_358,0.000,0.000,NaN,1.636,1.660,NaN,0.204,0.229,NaN,1.024,0.977,NaN
2016-04-19 20:45:00,41.325,-70.565,10.0,MVCO_359,0.000,0.000,NaN,0.035,0.000,NaN,0.230,0.234,NaN,0.976,0.888,NaN
2016-04-19 20:45:00,41.325,-70.565,6.0,MVCO_359,0.000,0.000,NaN,0.000,0.000,NaN,0.230,0.236,NaN,0.979,0.731,NaN
2016-04-19 20:45:00,41.325,-70.565,2.0,MVCO_359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-04-19 20:45:00,41.325,-70.565,13.0,MVCO_359,0.000,0.000,NaN,0.000,0.000,NaN,0.219,0.224,NaN,0.803,0.852,NaN
2016-05-26 15:45:00,41.325,-70.565,6.0,MVCO_360,0.000,0.000,NaN,0.000,0.000,NaN,0.287,0.277,NaN,0.786,0.762,NaN
2016-05-26 15:45:00,41.325,-70.565,2.0,MVCO_360,0.000,0.000,NaN,0.000,0.000,NaN,0.276,0.277,NaN,0.669,0.832,NaN
2016-05-26 15:45:00,41.325,-70.565,10.0,MVCO_360,0.000,0.000,NaN,0.000,0.000,NaN,0.301,0.299,NaN,0.805,0.807,NaN
2016-05-26 15:45:00,41.325,-70.565,13.0,MVCO_360,0.000,0.000,NaN,0.000,0.000,NaN,0.286,0.290,NaN,0.972,0.746,NaN
2016-06-10 18:55:00,41.325,-70.565,13.0,MVCO_361,0.000,0.000,NaN,1.071,1.065,NaN,0.312,0.337,NaN,0.851,0.862,NaN
2016-06-10 18:55:00,41.325,-70.565,10.0,MVCO_361,0.000,0.000,NaN,0.952,0.879,NaN,0.320,0.330,NaN,0.909,0.632,NaN
2016-06-10 18:55:00,41.325,-70.565,6.0,MVCO_361,0.000,0.000,NaN,0.338,0.339,NaN,0.318,0.318,NaN,0.646,0.725,NaN
2016-06-10 18:55:00,41.325,-70.565,2.0,MVCO_361,0.000,0.000,NaN,0.000,0.000,NaN,0.305,0.295,NaN,0.704,0.660,NaN
2016-06-15 17:45:00,41.325,-70.565,13.0,MVCO_362,0.000,0.000,NaN,0.771,0.771,NaN,0.322,0.333,NaN,0.662,0.724,NaN
2016-06-15 17:45:00,41.325,-70.565,2.0,MVCO_362,0.000,0.000,NaN,0.343,0.298,NaN,0.271,0.279,NaN,0.505,0.595,NaN
2016-06-15 17:45:00,41.325,-70.565,10.0,MVCO_362,0.000,0.000,NaN,0.620,0.610,NaN,0.307,0.302,NaN,0.565,0.660,NaN
2016-06-15 17:45:00,41.325,-70.565,6.0,MVCO_362,0.000,0.000,NaN,0.313,0.436,NaN,0.276,0.272,NaN,0.807,0.591,NaN
2016-06-28 16:30:00,41.325,-70.565,0.0,MVCO_363A,0.000,0.000,NaN,2.065,2.314,NaN,0.309,0.293,NaN,0.730,0.724,NaN
2016-07-14 19:00:00,41.325,-70.565,0.0,MVCO_363B,0.000,0.000,NaN,2.073,1.936,NaN,0.365,0.368,NaN,0.909,1.043,NaN
2016-07-27 21:15:00,41.325,-70.565,0.0,MVCO_364,0.000,0.000,NaN,1.647,1.759,NaN,0.403,0.403,NaN,0.872,0.891,NaN
