time (UTC),latitude,longitude,depth,event_number,ntra_a,ntra_b,ntra_c,slca_a,slca_b,slca_c,phos_a,phos_b,phos_c,amon_a,amon_b,amon_c
2009-03-26 15:50:00,41.325,-70.5667,0.0,MVCO_197,0.051,0.052,NaN,5.122,5.122,NaN,0.000,0.000,NaN,2.761,3.613,NaN
2009-04-27 15:52:00,41.145,-70.5667,0.0,MVCO_198,0.126,0.099,NaN,5.143,7.608,NaN,0.000,0.124,NaN,2.291,2.908,NaN
2009-04-27 16:26:00,41.145,-70.5667,38.0,MVCO_199,1.598,1.423,NaN,2.784,4.867,NaN,0.078,0.090,NaN,2.487,2.791,NaN
2009-04-27 16:26:00,41.145,-70.5667,20.0,MVCO_199,0.481,0.552,NaN,4.197,6.344,NaN,0.076,0.000,NaN,2.477,2.937,NaN
2009-04-27 16:26:00,41.145,-70.5667,10.0,MVCO_199,0.490,0.338,NaN,5.749,4.038,NaN,0.101,0.070,NaN,2.027,2.135,NaN
2009-04-27 16:26:00,41.145,-70.5667,2.0,MVCO_199,0.435,0.264,NaN,3.708,5.334,NaN,0.068,0.070,NaN,3.065,2.389,NaN
2009-04-27 16:54:00,41.2,-70.5667,2.0,MVCO_200,0.081,0.758,NaN,3.900,3.762,NaN,0.000,0.000,NaN,1.410,3.251,NaN
2009-04-27 16:54:00,41.2,-70.5667,33.0,MVCO_200,0.195,0.483,NaN,5.090,5.164,NaN,0.057,0.000,NaN,3.505,3.760,NaN
2009-04-27 16:54:00,41.2,-70.5667,18.0,MVCO_200,0.053,0.101,NaN,5.419,4.187,NaN,0.000,0.000,NaN,2.291,2.272,NaN
2009-04-27 16:54:00,41.2,-70.5667,8.0,MVCO_200,0.071,0.060,NaN,5.451,5.334,NaN,0.096,0.071,NaN,1.841,1.929,NaN
2009-04-27 17:33:00,41.2533,-70.5667,2.0,MVCO_201,0.789,0.839,NaN,4.803,3.953,NaN,0.093,0.050,NaN,2.232,3.026,NaN
2009-04-27 17:33:00,41.2533,-70.5667,9.0,MVCO_201,1.842,1.491,NaN,4.899,3.507,NaN,0.051,0.066,NaN,1.587,1.733,NaN
2009-04-27 17:33:00,41.2533,-70.5667,25.0,MVCO_201,0.069,0.053,NaN,6.535,4.622,NaN,0.098,0.000,NaN,1.811,2.771,NaN
2009-04-27 17:33:00,41.2533,-70.5667,15.0,MVCO_201,0.000,0.060,NaN,4.388,6.004,NaN,0.051,0.095,NaN,1.802,1.390,NaN
2009-04-27 18:22:00,41.325,-70.5683,13.0,MVCO_202,0.690,0.799,NaN,4.261,3.634,NaN,0.051,0.000,NaN,1.978,1.929,NaN
2009-04-27 18:22:00,41.325,-70.5683,10.0,MVCO_202,0.224,0.212,NaN,5.653,3.496,NaN,0.089,0.162,NaN,1.988,1.704,NaN
2009-04-27 18:22:00,41.325,-70.5683,6.0,MVCO_202,0.221,0.235,NaN,7.778,7.523,NaN,0.079,0.000,NaN,2.448,2.761,NaN
2009-04-27 18:22:00,41.325,-70.5683,2.0,MVCO_202,0.060,0.052,NaN,10.371,7.428,NaN,0.111,0.053,NaN,1.645,1.498,NaN
2009-04-27 18:50:00,41.3367,-70.5567,10.0,MVCO_203,0.000,0.000,NaN,10.838,10.945,NaN,0.104,0.111,NaN,1.302,1.244,NaN
2009-04-27 18:50:00,41.3367,-70.5567,6.0,MVCO_203,0.118,0.000,NaN,8.894,6.418,NaN,0.058,0.000,NaN,1.782,0.926,NaN
2009-04-27 18:50:00,41.3367,-70.5567,2.0,MVCO_203,1.427,1.179,NaN,7.353,9.266,NaN,0.058,0.079,NaN,2.184,1.958,NaN
2009-04-27 20:01:00,41.325,-70.6267,2.0,MVCO_204,0.000,0.000,NaN,10.945,6.482,NaN,0.094,0.000,NaN,2.409,2.105,NaN
2009-04-27 20:01:00,41.325,-70.6267,6.0,MVCO_204,0.000,0.000,NaN,7.831,11.157,NaN,0.061,0.125,NaN,1.655,2.027,NaN
2009-04-27 20:01:00,41.325,-70.6267,10.0,MVCO_204,0.134,0.000,NaN,9.595,6.917,NaN,0.080,0.000,NaN,2.115,1.616,NaN
2009-04-27 20:01:00,41.325,-70.6267,14.0,MVCO_204,0.150,0.179,NaN,11.476,11.263,NaN,0.126,0.129,NaN,2.086,1.439,NaN
2009-04-27 20:38:00,41.325,-70.5067,13.0,MVCO_205,0.000,0.000,NaN,7.353,7.778,NaN,0.000,0.000,NaN,2.007,2.203,NaN
2009-04-27 20:38:00,41.325,-70.5067,10.0,MVCO_205,0.000,0.000,NaN,11.157,8.224,NaN,0.104,0.090,NaN,1.371,2.174,NaN
2009-04-27 20:38:00,41.325,-70.5067,6.0,MVCO_205,1.520,1.335,NaN,3.719,4.282,NaN,0.000,0.000,NaN,3.652,4.426,NaN
2009-04-27 20:38:00,41.325,-70.5067,2.0,MVCO_205,0.405,0.341,NaN,3.740,5.185,NaN,0.073,0.000,NaN,3.554,2.624,NaN
2009-04-27 21:26:00,41.3267,-70.45,5.0,MVCO_206,0.000,0.000,NaN,3.677,3.156,NaN,0.206,0.085,NaN,5.160,2.908,NaN
2009-04-27 21:26:00,41.3267,-70.45,2.0,MVCO_206,0.000,0.000,NaN,3.560,1.785,NaN,0.139,0.068,NaN,2.849,2.840,NaN
2009-04-27 21:26:00,41.3267,-70.45,8.0,MVCO_206,0.000,0.000,NaN,2.571,2.901,NaN,0.000,0.205,NaN,3.417,3.760,NaN
2009-05-12 16:55:00,41.325,-70.5667,0.0,MVCO_207,0.000,0.000,NaN,9.191,9.266,NaN,1.339,0.518,NaN,4.543,5.473,NaN
2009-06-04 13:25:00,41.1983,-70.5667,2.0,MVCO_208,0.000,0.000,NaN,0.881,1.022,NaN,0.099,0.093,NaN,1.098,1.008,NaN
2009-06-04 13:25:00,41.1983,-70.5667,33.5,MVCO_208,0.066,0.055,NaN,3.579,5.450,NaN,0.054,0.087,NaN,2.265,2.066,NaN
2009-06-04 13:25:00,41.1983,-70.5667,20.0,MVCO_208,0.057,0.078,NaN,3.957,3.385,NaN,0.076,0.081,NaN,1.417,2.605,NaN
2009-06-04 13:25:00,41.1983,-70.5667,10.0,MVCO_208,0.000,0.000,NaN,2.280,1.227,NaN,0.000,0.083,NaN,0.839,0.768,NaN
2009-06-04 14:20:00,41.1433,-70.5667,2.0,MVCO_209,0.000,0.000,NaN,2.117,1.657,NaN,0.000,0.000,NaN,0.826,1.487,NaN
2009-06-04 14:20:00,41.1433,-70.5667,10.0,MVCO_209,0.000,0.207,NaN,2.086,1.800,NaN,0.000,0.130,NaN,0.381,3.872,NaN
2009-06-04 14:20:00,41.1433,-70.5667,39.0,MVCO_209,0.071,0.058,NaN,6.268,9.356,NaN,0.247,0.094,NaN,2.904,3.303,NaN
2009-06-04 14:20:00,41.1433,-70.5667,20.0,MVCO_209,0.060,0.066,NaN,3.773,3.344,NaN,0.062,0.075,NaN,1.277,1.277,NaN
2009-06-04 15:07:00,41.2533,-70.5667,25.0,MVCO_210,NaN,0.000,NaN,NaN,1.881,NaN,NaN,0.075,NaN,NaN,0.507,NaN
2009-06-04 15:07:00,41.2533,-70.5667,15.0,MVCO_210,0.071,0.073,NaN,1.268,1.472,NaN,0.069,0.060,NaN,1.427,1.677,NaN
2009-06-04 15:07:00,41.2533,-70.5667,8.0,MVCO_210,0.073,0.053,NaN,1.646,1.677,NaN,0.073,0.054,NaN,1.707,1.098,NaN
2009-06-04 15:07:00,41.2533,-70.5667,2.0,MVCO_210,0.000,0.000,NaN,0.853,1.176,NaN,0.076,0.054,NaN,0.709,5.728,NaN
2009-06-04 15:40:00,41.3233,-70.5667,15.0,MVCO_211,0.072,0.000,NaN,0.516,0.730,NaN,0.064,0.061,NaN,1.188,0.421,NaN
2009-06-04 15:40:00,41.3233,-70.5667,12.0,MVCO_211,0.054,0.000,NaN,0.958,0.868,NaN,0.054,0.083,NaN,1.048,1.657,NaN
2009-06-04 15:40:00,41.3233,-70.5667,6.0,MVCO_211,0.000,0.000,NaN,0.689,0.680,NaN,0.070,0.101,NaN,0.450,0.389,NaN
2009-06-04 15:40:00,41.3233,-70.5667,2.0,MVCO_211,0.000,NaN,NaN,0.315,NaN,NaN,0.065,NaN,NaN,0.835,NaN,NaN
2009-06-04 16:12:00,41.3367,-70.555,11.0,MVCO_212,0.000,0.000,NaN,0.480,1.023,NaN,0.059,0.083,NaN,0.592,0.263,NaN
2009-06-04 16:12:00,41.3367,-70.555,4.0,MVCO_212,0.063,0.000,NaN,0.335,0.467,NaN,0.064,0.083,NaN,0.538,0.904,NaN
2009-06-04 16:12:00,41.3367,-70.555,2.0,MVCO_212,0.000,0.000,NaN,0.396,0.469,NaN,0.063,0.059,NaN,0.544,0.211,NaN
2009-06-04 16:50:00,41.3233,-70.6267,15.0,MVCO_213,0.000,0.057,NaN,0.813,0.524,NaN,0.054,0.259,NaN,0.486,0.619,NaN
2009-06-04 16:50:00,41.3233,-70.6267,10.0,MVCO_213,0.062,0.057,NaN,0.498,0.432,NaN,0.135,0.127,NaN,1.098,0.725,NaN
2009-06-04 16:50:00,41.3233,-70.6267,6.0,MVCO_213,0.000,0.000,NaN,0.414,0.467,NaN,0.056,0.072,NaN,2.225,0.586,NaN
2009-06-04 16:50:00,41.3233,-70.6267,2.0,MVCO_213,0.069,0.000,NaN,0.397,0.415,NaN,0.063,0.054,NaN,0.842,0.523,NaN
2009-06-04 17:34:00,41.325,-70.5067,14.0,MVCO_214,0.000,0.000,NaN,1.104,1.135,NaN,0.061,0.054,NaN,0.476,0.375,NaN
2009-06-04 17:34:00,41.325,-70.5067,10.0,MVCO_214,0.077,0.000,NaN,0.986,1.043,NaN,0.065,0.054,NaN,2.585,0.746,NaN
2009-06-04 17:34:00,41.325,-70.5067,6.0,MVCO_214,0.000,0.000,NaN,0.790,0.979,NaN,0.084,0.073,NaN,1.886,2.844,NaN
2009-06-04 17:34:00,41.325,-70.5067,2.0,MVCO_214,0.000,0.000,NaN,0.902,0.830,NaN,0.062,0.064,NaN,0.000,1.497,NaN
2009-06-04 18:04:00,41.3267,-70.4467,11.0,MVCO_215,0.068,0.086,NaN,0.484,0.486,NaN,0.091,0.113,NaN,0.227,0.549,NaN
2009-06-04 18:04:00,41.3267,-70.4467,6.0,MVCO_215,0.069,0.000,NaN,0.472,0.581,NaN,0.082,0.054,NaN,1.198,0.000,NaN
2009-06-04 18:04:00,41.3267,-70.4467,2.0,MVCO_215,0.053,0.498,NaN,0.466,1.502,NaN,0.056,0.255,NaN,1.736,4.057,NaN
2009-07-06 21:25:00,41.325,-70.5667,0.0,MVCO_216,0.000,0.000,NaN,7.350,5.758,NaN,0.137,0.113,NaN,4.057,4.204,NaN
2009-07-14 19:06:00,41.325,-70.5667,0.0,MVCO_217,0.000,0.067,NaN,7.380,6.379,NaN,0.171,0.222,NaN,2.513,4.429,NaN
2009-07-30 15:47:00,41.325,-70.5667,2.0,MVCO_218,0.059,0.071,NaN,6.459,7.320,NaN,0.163,0.059,NaN,1.193,0.780,NaN
2009-07-30 15:47:00,41.325,-70.5667,13.0,MVCO_218,0.068,0.054,NaN,14.019,14.820,NaN,0.205,0.823,NaN,1.115,0.455,NaN
2009-08-12 13:19:00,41.325,-70.447,10.0,MVCO_219,0.141,0.173,NaN,0.843,0.917,NaN,0.082,0.079,NaN,1.173,1.926,NaN
2009-08-12 13:19:00,41.325,-70.447,6.0,MVCO_219,0.153,0.183,NaN,1.592,3.625,NaN,0.066,0.055,NaN,3.080,2.034,NaN
2009-08-12 13:19:00,41.325,-70.447,2.0,MVCO_219,0.077,0.399,NaN,0.988,1.722,NaN,0.098,0.173,NaN,1.545,5.406,NaN
2009-08-12 14:39:00,41.325,-70.575,15.0,MVCO_220,0.284,0.000,NaN,3.435,3.715,NaN,0.080,0.061,NaN,2.161,1.183,NaN
2009-08-12 14:39:00,41.325,-70.575,10.0,MVCO_220,0.050,0.081,NaN,2.263,2.994,NaN,0.080,0.089,NaN,2.258,3.842,NaN
2009-08-12 14:39:00,41.325,-70.575,6.0,MVCO_220,0.000,0.069,NaN,2.654,2.493,NaN,0.063,0.051,NaN,0.813,0.987,NaN
2009-08-12 14:39:00,41.325,-70.575,2.0,MVCO_220,0.000,0.051,NaN,3.545,2.483,NaN,0.000,0.000,NaN,0.912,2.102,NaN
2009-08-12 15:20:00,41.325,-70.506,2.0,MVCO_221,0.055,0.000,NaN,4.496,1.732,NaN,0.000,0.061,NaN,0.795,0.619,NaN
2009-08-12 15:20:00,41.325,-70.506,15.0,MVCO_221,0.000,0.000,NaN,3.385,2.904,NaN,0.053,0.000,NaN,1.154,1.466,NaN
2009-08-12 15:20:00,41.325,-70.506,10.0,MVCO_221,0.095,0.120,NaN,2.143,3.335,NaN,0.000,0.054,NaN,0.960,0.970,NaN
2009-08-12 15:20:00,41.325,-70.506,6.0,MVCO_221,0.111,0.090,NaN,1.472,2.003,NaN,0.054,0.060,NaN,1.740,1.017,NaN
2009-08-12 15:55:00,41.335,-70.56,2.0,MVCO_222,0.054,0.070,NaN,1.192,1.162,NaN,0.061,0.053,NaN,0.593,0.978,NaN
2009-08-12 15:55:00,41.335,-70.56,6.0,MVCO_222,0.118,0.084,NaN,2.293,2.113,NaN,0.067,0.066,NaN,0.926,1.427,NaN
2009-08-12 15:55:00,41.335,-70.56,12.0,MVCO_222,0.000,0.085,NaN,2.463,2.594,NaN,0.075,0.000,NaN,1.007,1.310,NaN
2009-08-12 16:35:00,41.325,-70.63,15.0,MVCO_223,0.161,0.107,NaN,3.795,3.865,NaN,0.183,0.142,NaN,2.679,1.926,NaN
2009-08-12 16:35:00,41.325,-70.63,12.0,MVCO_223,0.073,0.097,NaN,3.385,3.064,NaN,0.112,0.056,NaN,0.948,4.585,NaN
2009-08-12 16:35:00,41.325,-70.63,6.0,MVCO_223,0.000,0.000,NaN,3.274,3.875,NaN,0.000,0.000,NaN,1.406,1.137,NaN
2009-08-12 16:35:00,41.325,-70.63,2.0,MVCO_223,0.000,0.000,NaN,2.353,2.413,NaN,0.000,0.062,NaN,1.560,1.387,NaN
2009-08-12 17:30:00,41.263,-70.568,15.0,MVCO_224,2.855,1.893,NaN,3.304,3.124,NaN,0.000,0.000,NaN,1.984,2.418,NaN
2009-08-12 17:30:00,41.263,-70.568,8.0,MVCO_224,0.568,0.236,NaN,2.844,2.403,NaN,0.000,0.000,NaN,1.368,2.158,NaN
2009-08-12 17:30:00,41.263,-70.568,25.0,MVCO_224,0.346,0.279,NaN,15.420,14.519,NaN,0.404,0.347,NaN,6.945,5.934,NaN
2009-08-12 17:30:00,41.263,-70.568,2.0,MVCO_224,0.000,0.000,NaN,1.502,2.093,NaN,0.000,0.000,NaN,1.243,1.734,NaN
2009-08-12 18:10:00,41.198,-70.567,32.0,MVCO_225,0.693,0.909,NaN,15.019,16.121,NaN,0.292,0.468,NaN,6.059,6.473,NaN
2009-08-12 18:10:00,41.198,-70.567,20.0,MVCO_225,0.000,0.000,NaN,7.109,9.763,NaN,0.069,0.000,NaN,3.140,2.842,NaN
2009-08-12 18:10:00,41.198,-70.567,10.0,MVCO_225,0.000,0.000,NaN,1.862,3.535,NaN,0.000,0.000,NaN,1.397,1.638,NaN
2009-08-12 18:10:00,41.198,-70.567,2.0,MVCO_225,0.000,0.000,NaN,2.293,2.914,NaN,0.000,0.000,NaN,1.676,1.570,NaN
2009-08-12 18:45:00,41.143,-70.567,2.0,MVCO_226,0.000,0.000,NaN,3.775,2.163,NaN,0.000,0.000,NaN,1.541,1.830,NaN
2009-08-12 18:45:00,41.143,-70.567,39.0,MVCO_226,2.513,1.769,NaN,23.731,16.021,NaN,0.427,0.269,NaN,6.887,5.635,NaN
2009-08-12 18:45:00,41.143,-70.567,24.0,MVCO_226,0.856,0.335,NaN,6.609,5.297,NaN,0.066,0.061,NaN,3.728,2.996,NaN
2009-08-12 18:45:00,41.143,-70.567,12.0,MVCO_226,0.000,0.000,NaN,2.663,2.603,NaN,0.000,0.000,NaN,2.081,1.849,NaN
2009-08-18 16:00:00,41.325,-70.5667,0.0,MVCO_227,0.000,0.000,NaN,20.927,19.826,NaN,0.000,0.000,NaN,2.052,1.878,NaN
2009-09-04 15:15:00,41.325,-70.5667,0.0,MVCO_228,0.000,0.000,NaN,10.914,10.413,NaN,0.000,0.000,NaN,1.869,1.772,NaN
2009-10-02 16:10:00,41.325,-70.5667,0.0,MVCO_229,0.000,0.064,NaN,15.220,15.120,NaN,0.138,0.147,NaN,5.490,5.490,NaN
2009-10-15 17:25:00,41.325,-70.5667,0.0,MVCO_230,0.417,0.361,NaN,7.900,8.291,NaN,0.183,0.099,NaN,2.533,2.081,NaN
2009-10-21 13:15:00,41.325,-70.445,10.0,MVCO_231,0.379,0.330,NaN,2.113,2.894,NaN,0.079,0.087,NaN,1.638,3.236,NaN
2009-10-21 13:15:00,41.325,-70.445,6.0,MVCO_231,0.194,0.270,NaN,2.693,2.633,NaN,0.226,0.271,NaN,2.004,2.004,NaN
2009-10-21 13:15:00,41.325,-70.445,0.0,MVCO_231,0.702,0.478,NaN,2.683,2.473,NaN,0.312,0.263,NaN,2.321,2.081,NaN
2009-10-21 13:54:00,41.325,-70.505,10.0,MVCO_232,0.277,0.056,NaN,2.033,2.313,NaN,0.279,0.157,NaN,2.100,1.031,NaN
2009-10-21 13:54:00,41.325,-70.505,6.0,MVCO_232,0.114,4.344,NaN,3.144,2.804,NaN,0.231,0.335,NaN,1.329,3.410,NaN
2009-10-21 13:54:00,41.325,-70.505,15.0,MVCO_232,0.402,0.181,NaN,2.794,2.133,NaN,0.316,0.293,NaN,2.119,1.300,NaN
2009-10-21 13:54:00,41.325,-70.505,2.0,MVCO_232,0.208,0.059,NaN,2.653,2.994,NaN,0.285,0.672,NaN,1.599,1.377,NaN
2009-10-21 14:22:00,41.335,-70.553,12.0,MVCO_233,0.052,0.204,NaN,1.672,1.342,NaN,0.207,0.216,NaN,1.194,0.628,NaN
2009-10-21 14:22:00,41.335,-70.553,6.0,MVCO_233,0.427,0.000,NaN,1.472,1.842,NaN,0.246,0.183,NaN,0.822,0.376,NaN
2009-10-21 14:22:00,41.335,-70.553,2.0,MVCO_233,0.000,0.000,NaN,1.943,1.902,NaN,0.218,0.216,NaN,0.304,0.269,NaN
2009-10-21 15:06:00,41.325,-70.565,16.0,MVCO_234,0.000,0.000,NaN,1.642,1.592,NaN,0.225,0.247,NaN,0.268,0.397,NaN
2009-10-21 15:06:00,41.325,-70.565,12.0,MVCO_234,0.000,0.000,NaN,1.482,1.502,NaN,0.233,0.204,NaN,0.385,0.089,NaN
2009-10-21 15:06:00,41.325,-70.565,6.0,MVCO_234,0.000,0.000,NaN,1.452,1.031,NaN,0.241,0.233,NaN,0.000,1.435,NaN
2009-10-21 15:06:00,41.325,-70.565,2.0,MVCO_234,0.000,0.581,NaN,1.512,0.860,NaN,0.268,0.250,NaN,0.359,1.098,NaN
2009-10-21 15:52:00,41.325,-70.627,12.0,MVCO_235,0.523,0.517,NaN,3.364,2.884,NaN,0.322,0.284,NaN,0.730,0.718,NaN
2009-10-21 15:52:00,41.325,-70.627,6.0,MVCO_235,0.340,0.423,NaN,1.892,1.652,NaN,0.239,0.226,NaN,1.310,0.852,NaN
2009-10-21 15:52:00,41.325,-70.627,15.0,MVCO_235,1.220,0.631,NaN,1.762,1.792,NaN,0.210,0.298,NaN,1.830,1.040,NaN
2009-10-21 15:52:00,41.325,-70.627,2.0,MVCO_235,0.446,0.461,NaN,3.855,3.815,NaN,0.244,0.279,NaN,1.204,1.291,NaN
2009-10-21 16:32:00,41.253,-70.565,26.0,MVCO_236,1.324,2.131,NaN,6.769,9.052,NaN,0.412,0.505,NaN,2.659,3.969,NaN
2009-10-21 16:32:00,41.253,-70.565,14.0,MVCO_236,1.034,1.107,NaN,4.666,6.989,NaN,0.400,0.356,NaN,2.813,3.227,NaN
2009-10-21 16:32:00,41.253,-70.565,8.0,MVCO_236,0.538,0.951,NaN,3.194,8.851,NaN,0.311,0.396,NaN,1.551,2.851,NaN
2009-10-21 16:32:00,41.253,-70.565,2.0,MVCO_236,0.880,0.737,NaN,6.458,5.587,NaN,0.359,0.338,NaN,2.697,2.485,NaN
2009-10-21 17:20:00,41.2,-70.558,25.0,MVCO_237,2.038,2.886,NaN,6.448,10.914,NaN,0.409,0.162,NaN,2.447,2.909,NaN
2009-10-21 17:20:00,41.2,-70.558,12.0,MVCO_237,2.038,1.944,NaN,8.761,8.631,NaN,0.423,0.411,NaN,2.697,2.909,NaN
2009-10-21 17:20:00,41.2,-70.558,35.0,MVCO_237,2.306,1.717,NaN,8.231,6.268,NaN,0.381,0.440,NaN,3.477,2.331,NaN
2009-10-21 17:20:00,41.2,-70.558,2.0,MVCO_237,1.500,1.510,NaN,7.890,7.930,NaN,0.379,0.394,NaN,2.870,2.919,NaN
2009-10-21 18:04:00,41.147,-70.565,39.0,MVCO_238,3.589,3.920,NaN,9.482,10.213,NaN,0.355,0.399,NaN,1.483,1.541,NaN
2009-10-21 18:04:00,41.147,-70.565,26.0,MVCO_238,3.817,2.203,NaN,9.723,5.637,NaN,0.381,0.363,NaN,1.782,1.859,NaN
2009-10-21 18:04:00,41.147,-70.565,12.0,MVCO_238,2.327,3.817,NaN,7.129,10.714,NaN,0.410,0.425,NaN,1.666,1.830,NaN
2009-10-21 18:04:00,41.147,-70.565,2.0,MVCO_238,3.093,3.961,NaN,7.780,10.514,NaN,0.360,0.447,NaN,2.283,1.724,NaN
2009-11-05 17:31:00,41.325,-70.5667,0.0,MVCO_239,0.232,0.247,NaN,8.441,8.481,NaN,0.297,0.306,NaN,1.599,1.397,NaN
2010-02-03 17:10:00,41.325,-70.5667,0.0,MVCO_240,0.000,0.000,NaN,2.039,2.050,NaN,0.000,0.087,NaN,0.320,0.210,NaN
2010-02-05 18:27:00,41.325,-70.5667,0.0,MVCO_241,0.073,0.091,NaN,1.413,1.393,NaN,0.063,0.101,NaN,1.455,1.446,NaN
2010-02-09 18:50:00,41.325,-70.565,10.0,MVCO_242,0.092,0.000,NaN,1.150,1.165,NaN,0.000,0.065,NaN,0.548,0.000,NaN
2010-02-09 18:50:00,41.325,-70.565,6.0,MVCO_242,0.000,0.080,NaN,1.080,1.201,NaN,0.059,0.096,NaN,0.000,0.000,NaN
2010-02-09 18:50:00,41.325,-70.565,16.0,MVCO_242,0.050,0.061,NaN,1.292,1.261,NaN,0.057,0.000,NaN,0.262,0.000,NaN
2010-02-09 18:50:00,41.325,-70.565,2.0,MVCO_242,0.000,0.000,NaN,5.121,5.151,NaN,0.097,0.053,NaN,0.000,0.000,NaN
2010-02-13 16:40:00,41.325,-70.565,0.0,MVCO_243,0.000,0.068,NaN,5.545,5.505,NaN,0.120,0.082,NaN,0.000,0.000,NaN
2010-03-19 17:45:00,41.325,-70.565,0.0,MVCO_244,0.057,0.079,NaN,9.172,8.556,NaN,0.105,0.078,NaN,0.000,0.000,NaN
2010-05-11 21:20:00,41.325,-70.565,15.0,MVCO_245,0.341,0.275,NaN,7.495,8.819,NaN,0.197,0.210,NaN,0.000,0.000,NaN
2010-05-11 21:20:00,41.325,-70.565,10.0,MVCO_245,0.000,0.063,NaN,8.142,8.223,NaN,0.124,0.125,NaN,0.000,0.000,NaN
2010-05-11 21:20:00,41.325,-70.565,6.0,MVCO_245,0.257,0.405,NaN,11.526,12.638,NaN,0.187,0.125,NaN,0.000,0.000,NaN
2010-05-11 21:20:00,41.325,-70.565,0.0,MVCO_245,0.138,0.053,NaN,5.070,5.091,NaN,0.053,0.052,NaN,0.000,0.000,NaN
2010-05-12 20:15:00,41.325,-70.565,15.0,MVCO_246,0.066,0.062,NaN,5.737,6.101,NaN,0.055,0.113,NaN,0.000,0.000,NaN
2010-05-12 20:15:00,41.325,-70.565,1.0,MVCO_246,0.000,0.000,NaN,3.838,3.373,NaN,0.063,0.081,NaN,0.000,0.000,NaN
2010-05-12 20:15:00,41.325,-70.565,10.0,MVCO_246,0.167,0.069,NaN,6.606,6.677,NaN,0.052,0.095,NaN,0.000,0.000,NaN
2010-05-12 20:15:00,41.325,-70.565,6.0,MVCO_246,0.092,0.057,NaN,6.030,5.990,NaN,0.056,0.072,NaN,0.000,0.000,NaN
2010-05-21 19:00:00,41.325,-70.5667,0.0,MVCO_247,0.000,0.000,NaN,2.959,4.010,NaN,0.229,0.180,NaN,0.000,0.000,NaN
2010-06-09 18:47:00,41.325,-70.5667,0.0,MVCO_248,0.120,0.106,NaN,6.394,6.333,NaN,0.192,0.234,NaN,0.000,0.000,NaN
2010-07-23 13:40:00,41.325,-70.565,14.0,MVCO_249,0.000,0.000,NaN,16.881,17.690,NaN,0.129,0.178,NaN,0.000,0.000,NaN
2010-07-23 13:40:00,41.325,-70.565,10.0,MVCO_249,0.000,0.000,NaN,22.034,21.933,NaN,0.137,0.105,NaN,0.000,0.000,NaN
2010-07-23 13:40:00,41.325,-70.565,6.0,MVCO_249,0.000,0.000,NaN,12.739,12.032,NaN,0.063,0.081,NaN,0.000,0.000,NaN
2010-07-23 13:40:00,41.325,-70.565,0.0,MVCO_249,0.000,0.050,NaN,7.556,7.091,NaN,0.000,0.000,NaN,0.000,0.000,NaN
2010-07-27 20:15:00,41.325,-70.565,0.0,MVCO_250,0.000,0.000,NaN,9.465,10.516,NaN,0.000,0.000,NaN,0.000,0.000,NaN
2010-08-13 15:00:00,41.325,-70.565,10.0,MVCO_251,0.000,0.053,NaN,10.516,7.202,NaN,0.000,0.114,NaN,0.000,0.000,NaN
2010-08-13 15:00:00,41.325,-70.565,6.0,MVCO_251,0.000,0.000,NaN,10.213,10.617,NaN,0.087,0.120,NaN,0.000,0.000,NaN
2010-08-13 15:00:00,41.325,-70.565,14.5,MVCO_251,0.000,0.000,NaN,11.729,12.436,NaN,0.000,0.000,NaN,0.000,0.000,NaN
2010-08-13 15:00:00,41.325,-70.565,0.0,MVCO_251,0.000,0.000,NaN,8.081,10.819,NaN,0.143,0.080,NaN,0.000,0.000,NaN
2010-08-18 14:25:00,41.3252,-70.5664,0.0,MVCO_252,0.000,0.000,NaN,10.213,9.880,NaN,0.070,0.114,NaN,0.000,0.000,NaN
2010-08-20 19:50:00,41.325,-70.5667,15.0,MVCO_253,0.000,0.000,NaN,5.333,5.010,NaN,0.053,0.148,NaN,0.000,0.000,NaN
2010-08-20 19:50:00,41.325,-70.5667,10.0,MVCO_253,0.000,0.000,NaN,9.667,9.960,NaN,0.150,0.148,NaN,0.000,0.000,NaN
2010-08-20 19:50:00,41.325,-70.5667,6.0,MVCO_253,0.000,0.000,NaN,7.313,7.627,NaN,0.116,0.073,NaN,0.000,0.000,NaN
2010-08-20 19:50:00,41.325,-70.5667,2.0,MVCO_253,0.000,0.000,NaN,8.991,7.788,NaN,0.098,0.103,NaN,0.000,0.000,NaN
2010-08-27 19:00:00,41.325,-70.5667,10.0,MVCO_254,0.000,0.000,NaN,10.718,10.617,NaN,0.245,0.243,NaN,0.000,0.000,NaN
2010-08-27 19:00:00,41.325,-70.5667,6.0,MVCO_254,0.497,0.516,NaN,6.576,5.182,NaN,0.208,0.119,NaN,0.000,0.000,NaN
2010-08-27 19:00:00,41.325,-70.5667,14.0,MVCO_254,0.000,0.000,NaN,11.729,9.829,NaN,0.147,0.149,NaN,0.000,0.000,NaN
2010-08-27 19:00:00,41.325,-70.5667,0.0,MVCO_254,0.070,0.061,NaN,10.617,10.051,NaN,0.181,0.191,NaN,0.000,0.000,NaN
2010-09-16 18:29:00,41.325,-70.5667,15.0,MVCO_255,0.000,0.000,NaN,10.213,4.303,NaN,0.188,0.171,NaN,0.000,0.000,NaN
2010-09-16 18:29:00,41.325,-70.5667,10.0,MVCO_255,0.000,0.000,NaN,2.838,2.747,NaN,0.109,0.104,NaN,0.000,0.000,NaN
