"event_number","event_number_niskin","ship","cruise_ID","datetime","latitude","longitude","depth","replicate","nitrate_nitrite","ammonium","silicate","phosphate","iode_quality_flag_phosphate"
"MVCO_151","MVCO_151_01",NA,NA,2008-06-27 17:24:00,41.3259,-70.5705,14.3,"b",0.363,0.192,12.911,0.289,1
"MVCO_151","MVCO_151_02",NA,NA,2008-06-27 17:24:00,41.3259,-70.5705,11.1,"a",0.05,0,4.54,0,1
"MVCO_151","MVCO_151_02",NA,NA,2008-06-27 17:24:00,41.3259,-70.5705,11.1,"b",0,0,2.889,0.062,1
"MVCO_151","MVCO_151_03",NA,NA,2008-06-27 17:24:00,41.3259,-70.5705,5.9,"a",0.136,0,2.72,0.069,1
"MVCO_151","MVCO_151_03",NA,NA,2008-06-27 17:24:00,41.3259,-70.5705,5.9,"b",0.097,0.628,10.9,0.066,1
"MVCO_151","MVCO_151_04",NA,NA,2008-06-27 17:24:00,41.3259,-70.5705,1.6,"a",0.059,0.373,2.402,0.07,1
"MVCO_151","MVCO_151_04",NA,NA,2008-06-27 17:24:00,41.3259,-70.5705,1.6,"b",0.27,0,3.154,0.077,1
"MVCO_152","MVCO_152_01",NA,NA,2008-06-27 18:03:00,41.3268,-70.5041,14,"a",0,0.643,2.72,0.077,1
"MVCO_152","MVCO_152_01",NA,NA,2008-06-27 18:03:00,41.3268,-70.5041,14,"b",0,0.976,2.741,0.067,1
"MVCO_152","MVCO_152_02",NA,NA,2008-06-27 18:03:00,41.3268,-70.5041,9.9,"a",0,0.078,2.148,0.076,1
"MVCO_152","MVCO_152_02",NA,NA,2008-06-27 18:03:00,41.3268,-70.5041,9.9,"b",0,0.118,2.191,0.067,1
"MVCO_152","MVCO_152_03",NA,NA,2008-06-27 18:03:00,41.3268,-70.5041,7.6,"a",0.3,2.824,3.238,0.333,1
"MVCO_152","MVCO_152_03",NA,NA,2008-06-27 18:03:00,41.3268,-70.5041,7.6,"b",0,0.219,3.577,0.056,1
"MVCO_152","MVCO_152_04",NA,NA,2008-06-27 18:03:00,41.3268,-70.5041,1.8,"a",0.119,2.496,3.408,0.056,1
"MVCO_152","MVCO_152_04",NA,NA,2008-06-27 18:03:00,41.3268,-70.5041,1.8,"b",0.154,0,2.646,0.066,1
"MVCO_153","MVCO_153_01",NA,NA,2008-06-27 18:44:00,41.3273,-70.4464,8.5,"a",0.118,0,2.392,0.076,1
"MVCO_153","MVCO_153_01",NA,NA,2008-06-27 18:44:00,41.3273,-70.4464,8.5,"b",0,1.52,2.275,0.063,1
"MVCO_153","MVCO_153_02",NA,NA,2008-06-27 18:44:00,41.3273,-70.4464,5.1,"a",0.118,0.838,2.667,0.051,1
"MVCO_153","MVCO_153_02",NA,NA,2008-06-27 18:44:00,41.3273,-70.4464,5.1,"b",0.116,0.296,5.799,0,1
"MVCO_153","MVCO_153_03",NA,NA,2008-06-27 18:44:00,41.3273,-70.4464,1.8,"a",0.122,0,2.752,0.082,1
"MVCO_153","MVCO_153_03",NA,NA,2008-06-27 18:44:00,41.3273,-70.4464,1.8,"b",0.226,2.571,3.577,0,1
"MVCO_154","MVCO_154_01",NA,NA,2008-07-17 13:05:00,41.147,-70.5686,39,"a",1.634,1.755,8.382,0.17,1
"MVCO_154","MVCO_154_01",NA,NA,2008-07-17 13:05:00,41.147,-70.5686,39,"b",2.255,2.768,9.366,0.219,1
"MVCO_154","MVCO_154_02",NA,NA,2008-07-17 13:05:00,41.147,-70.5686,20.2,"a",0.437,1.68,4.54,0,1
"MVCO_154","MVCO_154_02",NA,NA,2008-07-17 13:05:00,41.147,-70.5686,20.2,"b",0.248,0,5.641,0,1
"MVCO_154","MVCO_154_03",NA,NA,2008-07-17 13:05:00,41.147,-70.5686,10.8,"a",0.351,2.487,4.889,0.065,1
"MVCO_154","MVCO_154_03",NA,NA,2008-07-17 13:05:00,41.147,-70.5686,10.8,"b",0.199,0,5.016,0.066,1
"MVCO_154","MVCO_154_04",NA,NA,2008-07-17 13:05:00,41.147,-70.5686,1.8,"a",0.667,0,3.016,0.13,1
"MVCO_154","MVCO_154_04",NA,NA,2008-07-17 13:05:00,41.147,-70.5686,1.8,"b",0.511,0,3.312,0.146,1
"MVCO_155","MVCO_155_01",NA,NA,2008-07-17 13:52:00,41.2015,-70.5633,34,"a",0.471,1.004,7.186,0.153,1
"MVCO_155","MVCO_155_01",NA,NA,2008-07-17 13:52:00,41.2015,-70.5633,34,"b",0.595,2.224,9.493,0.192,1
"MVCO_155","MVCO_155_02",NA,NA,2008-07-17 13:52:00,41.2015,-70.5633,20,"a",0.061,0.496,3.154,0.063,1
"MVCO_155","MVCO_155_02",NA,NA,2008-07-17 13:52:00,41.2015,-70.5633,20,"b",0,2.28,2.741,0.069,1
"MVCO_155","MVCO_155_03",NA,NA,2008-07-17 13:52:00,41.2015,-70.5633,10,"a",0,0,4.318,0.066,1
"MVCO_155","MVCO_155_03",NA,NA,2008-07-17 13:52:00,41.2015,-70.5633,10,"b",0.11,0,3.873,0.088,1
"MVCO_155","MVCO_155_04",NA,NA,2008-07-17 13:52:00,41.2015,-70.5633,1.5,"a",0,0,3.228,0.131,1
"MVCO_155","MVCO_155_04",NA,NA,2008-07-17 13:52:00,41.2015,-70.5633,1.5,"b",0,0,3.323,0.303,1
"MVCO_156","MVCO_156_01",NA,NA,2008-07-17 14:15:00,41.2533,-70.565,24,"a",0.263,3.894,9.45,0.199,1
"MVCO_156","MVCO_156_01",NA,NA,2008-07-17 14:15:00,41.2533,-70.565,24,"b",0.192,4.147,8.784,0.212,1
"MVCO_156","MVCO_156_02",NA,NA,2008-07-17 14:15:00,41.2533,-70.565,12.1,"a",0.074,0,3.999,0,1
"MVCO_156","MVCO_156_02",NA,NA,2008-07-17 14:15:00,41.2533,-70.565,12.1,"b",0.11,0,3.468,0,1
"MVCO_156","MVCO_156_03",NA,NA,2008-07-17 14:15:00,41.2533,-70.565,8,"a",0.155,0,3.425,0.084,1
"MVCO_156","MVCO_156_03",NA,NA,2008-07-17 14:15:00,41.2533,-70.565,8,"b",0.126,1.787,2.981,0.055,1
"MVCO_156","MVCO_156_04",NA,NA,2008-07-17 14:15:00,41.2533,-70.565,1.5,"a",0.087,1.211,2.775,0.093,1
"MVCO_156","MVCO_156_04",NA,NA,2008-07-17 14:15:00,41.2533,-70.565,1.5,"b",0,0.14,4.021,0.083,1
"MVCO_157","MVCO_157_01",NA,NA,2008-07-17 14:55:00,41.325,-70.565,13.9,"a",0.089,0.737,3.956,0.15,1
"MVCO_157","MVCO_157_01",NA,NA,2008-07-17 14:55:00,41.325,-70.565,13.9,"b",0.142,0,3.642,0.246,1
"MVCO_157","MVCO_157_02",NA,NA,2008-07-17 14:55:00,41.325,-70.565,9.9,"a",0.12,0,3.609,0.057,1
"MVCO_157","MVCO_157_02",NA,NA,2008-07-17 14:55:00,41.325,-70.565,9.9,"b",0.115,0.669,3.371,0.062,1
"MVCO_157","MVCO_157_03",NA,NA,2008-07-17 14:55:00,41.325,-70.565,6,"a",0.132,3.127,3.154,0.055,1
"MVCO_157","MVCO_157_03",NA,NA,2008-07-17 14:55:00,41.325,-70.565,6,"b",0.098,0.15,3.436,0.055,1
"MVCO_157","MVCO_157_04",NA,NA,2008-07-17 14:55:00,41.325,-70.565,1.6,"a",0.107,2.531,3.967,0.053,1
"MVCO_157","MVCO_157_04",NA,NA,2008-07-17 14:55:00,41.325,-70.565,1.6,"b",0.126,1.132,4.162,0.068,1
"MVCO_158","MVCO_158_01",NA,NA,2008-07-17 15:40:00,41.325,-70.625,14.4,"a",0.576,0.422,5.072,0.065,1
"MVCO_158","MVCO_158_01",NA,NA,2008-07-17 15:40:00,41.325,-70.625,14.4,"b",0.559,0,5.072,0.094,1
"MVCO_158","MVCO_158_02",NA,NA,2008-07-17 15:40:00,41.325,-70.625,10,"a",0.303,1.072,4.639,0.064,1
"MVCO_158","MVCO_158_02",NA,NA,2008-07-17 15:40:00,41.325,-70.625,10,"b",0.203,0.538,4.179,0.104,1
"MVCO_158","MVCO_158_03",NA,NA,2008-07-17 15:40:00,41.325,-70.625,6,"a",0.069,0.225,3.067,0,1
"MVCO_158","MVCO_158_03",NA,NA,2008-07-17 15:40:00,41.325,-70.625,6,"b",0.052,3.107,3.154,0,1
"MVCO_158","MVCO_158_04",NA,NA,2008-07-17 15:40:00,41.325,-70.625,1.5,"a",0.051,0.847,1.55,0.079,1
"MVCO_158","MVCO_158_04",NA,NA,2008-07-17 15:40:00,41.325,-70.625,1.5,"b",0.079,2.561,1.572,0.054,1
"MVCO_159","MVCO_159_01",NA,NA,2008-07-17 16:10:00,41.335,-70.555,10,"a",0.06,4.596,3.317,0.073,1
"MVCO_159","MVCO_159_01",NA,NA,2008-07-17 16:10:00,41.335,-70.555,10,"b",0,0.293,3.035,0.079,1
"MVCO_159","MVCO_159_02",NA,NA,2008-07-17 16:10:00,41.335,-70.555,5.8,"a",0.115,3.941,3.1,0.056,1
"MVCO_159","MVCO_159_02",NA,NA,2008-07-17 16:10:00,41.335,-70.555,5.8,"b",0.102,2.69,2.612,0.089,1
"MVCO_159","MVCO_159_03",NA,NA,2008-07-17 16:10:00,41.335,-70.555,1.6,"a",0,0.397,1.604,0.056,1
"MVCO_159","MVCO_159_03",NA,NA,2008-07-17 16:10:00,41.335,-70.555,1.6,"b",0,0.48,1.962,0.055,1
"MVCO_160","MVCO_160_01",NA,NA,2008-07-17 16:43:00,41.325,-70.505,12.9,"a",0.078,0.8,3.707,0.065,1
"MVCO_160","MVCO_160_01",NA,NA,2008-07-17 16:43:00,41.325,-70.505,12.9,"b",0,1.191,3.978,0.061,1
"MVCO_160","MVCO_160_02",NA,NA,2008-07-17 16:43:00,41.325,-70.505,6,"a",0,0.83,2.07,0.086,1
"MVCO_160","MVCO_160_02",NA,NA,2008-07-17 16:43:00,41.325,-70.505,6,"b",0.052,0.983,2.189,0.078,1
"MVCO_160","MVCO_160_03",NA,NA,2008-07-17 16:43:00,41.325,-70.505,1.4,"a",0.133,0.93,2.384,0.082,1
"MVCO_160","MVCO_160_03",NA,NA,2008-07-17 16:43:00,41.325,-70.505,1.4,"b",0,3.415,2.237,0.056,1
"MVCO_161","MVCO_161_01",NA,NA,2008-07-17 17:45:00,41.3267,-70.4467,9.9,"a",0.148,2.194,2.807,0.053,1
"MVCO_161","MVCO_161_01",NA,NA,2008-07-17 17:45:00,41.3267,-70.4467,9.9,"b",0.055,0,2.677,0.067,1
"MVCO_161","MVCO_161_02",NA,NA,2008-07-17 17:45:00,41.3267,-70.4467,6,"a",0,0,2.352,0.066,1
"MVCO_161","MVCO_161_02",NA,NA,2008-07-17 17:45:00,41.3267,-70.4467,6,"b",0.053,0,2.558,0.056,1
"MVCO_161","MVCO_161_03",NA,NA,2008-07-17 17:45:00,41.3267,-70.4467,1.4,"a",0.076,0,2.84,0.067,1
"MVCO_161","MVCO_161_03",NA,NA,2008-07-17 17:45:00,41.3267,-70.4467,1.4,"b",0.069,0,2.601,0.076,1
"MVCO_162","MVCO_162_01",NA,NA,2008-07-31 17:10:00,41.325,-70.5683,14.1,"a",1.737,0,6.026,0.066,1
"MVCO_162","MVCO_162_01",NA,NA,2008-07-31 17:10:00,41.325,-70.5683,14.1,"b",1.43,0.965,5.181,0.077,1
"MVCO_162","MVCO_162_02",NA,NA,2008-07-31 17:10:00,41.325,-70.5683,10,"a",0.471,0,4.129,0,1
"MVCO_162","MVCO_162_02",NA,NA,2008-07-31 17:10:00,41.325,-70.5683,10,"b",0.783,0,4.075,0.064,1
"MVCO_162","MVCO_162_03",NA,NA,2008-07-31 17:10:00,41.325,-70.5683,6,"a",0.203,0,3.793,0.059,1
"MVCO_162","MVCO_162_03",NA,NA,2008-07-31 17:10:00,41.325,-70.5683,6,"b",0.333,0,3.837,0.054,1
"MVCO_162","MVCO_162_04",NA,NA,2008-07-31 17:10:00,41.325,-70.5683,1.4,"a",0.126,0,2.363,0.072,1
"MVCO_162","MVCO_162_04",NA,NA,2008-07-31 17:10:00,41.325,-70.5683,1.4,"b",0.067,0.308,2.179,0.061,1
"MVCO_163","MVCO_163_00",NA,NA,2008-08-07 17:55:00,41.325,-70.5667,0,"a",0,0.496,2.384,0.059,1
"MVCO_163","MVCO_163_00",NA,NA,2008-08-07 17:55:00,41.325,-70.5667,0,"b",0,1.588,2.601,0.061,1
"MVCO_164","MVCO_164_01",NA,NA,2008-08-22 19:01:00,41.3254,-70.5661,15,"a",0.749,2.373,2.319,0.059,1
"MVCO_164","MVCO_164_01",NA,NA,2008-08-22 19:01:00,41.3254,-70.5661,15,"b",0.614,2.204,2.341,0.145,1
"MVCO_164","MVCO_164_02",NA,NA,2008-08-22 19:01:00,41.3254,-70.5661,10,"a",0.198,1.688,0.954,0.076,1
"MVCO_164","MVCO_164_02",NA,NA,2008-08-22 19:01:00,41.3254,-70.5661,10,"b",0.284,2.204,0.768,0.069,1
"MVCO_164","MVCO_164_03",NA,NA,2008-08-22 19:01:00,41.3254,-70.5661,6,"a",0.268,1.698,1.517,0.07,1
"MVCO_164","MVCO_164_03",NA,NA,2008-08-22 19:01:00,41.3254,-70.5661,6,"b",0.281,0.19,1.962,0.119,1
"MVCO_164","MVCO_164_04",NA,NA,2008-08-22 19:01:00,41.3254,-70.5661,1.7,"a",0.051,0,0.576,0.097,1
"MVCO_164","MVCO_164_04",NA,NA,2008-08-22 19:01:00,41.3254,-70.5661,1.7,"b",0.053,0,0.431,0,1
"MVCO_165","MVCO_165_01",NA,NA,2008-09-11 12:57:00,41.325,-70.5667,14.7,"a",1.945,1.191,3.924,0.077,1
"MVCO_165","MVCO_165_01",NA,NA,2008-09-11 12:57:00,41.325,-70.5667,14.7,"b",1.852,1.787,3.132,0.084,1
"MVCO_165","MVCO_165_02",NA,NA,2008-09-11 12:57:00,41.325,-70.5667,10.1,"a",0.494,2.412,2.146,0.089,1
"MVCO_165","MVCO_165_02",NA,NA,2008-09-11 12:57:00,41.325,-70.5667,10.1,"b",0.686,0,1.973,0.1,1
"MVCO_165","MVCO_165_03",NA,NA,2008-09-11 12:57:00,41.325,-70.5667,6,"a",0.065,0,1.116,0.055,1
"MVCO_165","MVCO_165_03",NA,NA,2008-09-11 12:57:00,41.325,-70.5667,6,"b",0.148,0,1.268,0.058,1
"MVCO_165","MVCO_165_04",NA,NA,2008-09-11 12:57:00,41.325,-70.5667,1.9,"a",0.054,0,1.463,0.144,1
"MVCO_165","MVCO_165_04",NA,NA,2008-09-11 12:57:00,41.325,-70.5667,1.9,"b",0.057,0,1.301,0.056,1
"MVCO_166","MVCO_166_01",NA,NA,2008-09-11 13:30:00,41.335,-70.555,11.5,"a",0,0,1.181,0.132,1
"MVCO_166","MVCO_166_01",NA,NA,2008-09-11 13:30:00,41.335,-70.555,11.5,"b",0.076,1.092,1.973,0.054,1
"MVCO_166","MVCO_166_02",NA,NA,2008-09-11 13:30:00,41.335,-70.555,8.3,"a",0.061,0,1.702,0.076,1
"MVCO_166","MVCO_166_02",NA,NA,2008-09-11 13:30:00,41.335,-70.555,8.3,"b",0.073,0,0.946,0.054,1
"MVCO_166","MVCO_166_03",NA,NA,2008-09-11 13:30:00,41.335,-70.555,5.2,"a",0.066,0,1.843,0.089,1
"MVCO_166","MVCO_166_03",NA,NA,2008-09-11 13:30:00,41.335,-70.555,5.2,"b",0.127,0,2.191,0.055,1
"MVCO_166","MVCO_166_04",NA,NA,2008-09-11 13:30:00,41.335,-70.555,2,"a",0.086,4.686,1.875,0.217,1
"MVCO_166","MVCO_166_04",NA,NA,2008-09-11 13:30:00,41.335,-70.555,2,"b",0.26,5.242,1.768,0.407,1
"MVCO_167","MVCO_167_01",NA,NA,2008-09-11 17:08:00,41.2533,-70.5667,25.7,"a",0.256,8.805,5.116,0.21,1
"MVCO_167","MVCO_167_01",NA,NA,2008-09-11 17:08:00,41.2533,-70.5667,25.7,"b",0.236,0,4.877,0.211,1
"MVCO_167","MVCO_167_02",NA,NA,2008-09-11 17:08:00,41.2533,-70.5667,23.2,"a",0.301,0,6.059,0.233,1
"MVCO_167","MVCO_167_02",NA,NA,2008-09-11 17:08:00,41.2533,-70.5667,23.2,"b",0.25,0,6.059,0.277,1
"MVCO_167","MVCO_167_03",NA,NA,2008-09-11 17:08:00,41.2533,-70.5667,12.2,"a",0,0,1.572,0.066,1
"MVCO_167","MVCO_167_03",NA,NA,2008-09-11 17:08:00,41.2533,-70.5667,12.2,"b",0.126,0,1.333,0.075,1
"MVCO_167","MVCO_167_04",NA,NA,2008-09-11 17:08:00,41.2533,-70.5667,2,"a",0.135,0.063,1.344,0.055,1
"MVCO_167","MVCO_167_04",NA,NA,2008-09-11 17:08:00,41.2533,-70.5667,2,"b",0,0,1.832,0.053,1
"MVCO_168","MVCO_168_01",NA,NA,2008-09-11 18:26:00,41.2,-70.565,34.3,"a",1.257,0,4.769,0.494,1
"MVCO_168","MVCO_168_01",NA,NA,2008-09-11 18:26:00,41.2,-70.565,34.3,"b",1.133,0.092,4.227,0.47,1
"MVCO_168","MVCO_168_02",NA,NA,2008-09-11 18:26:00,41.2,-70.565,18.3,"a",0,0,1.333,0.067,1
"MVCO_168","MVCO_168_02",NA,NA,2008-09-11 18:26:00,41.2,-70.565,18.3,"b",0.091,0,1.42,0.075,1
"MVCO_168","MVCO_168_03",NA,NA,2008-09-11 18:26:00,41.2,-70.565,10.4,"a",4.415,0,2.341,0.055,1
"MVCO_168","MVCO_168_03",NA,NA,2008-09-11 18:26:00,41.2,-70.565,10.4,"b",4.492,0,1.615,0.061,1
"MVCO_168","MVCO_168_04",NA,NA,2008-09-11 18:26:00,41.2,-70.565,1.9,"a",0.998,0,1.116,0.079,1
"MVCO_168","MVCO_168_04",NA,NA,2008-09-11 18:26:00,41.2,-70.565,1.9,"b",0.843,0,0.914,0.067,1
"MVCO_169","MVCO_169_01",NA,NA,2008-09-11 19:00:00,41.145,-70.5667,39.6,"a",2.083,0,9.083,0.456,1
"MVCO_169","MVCO_169_01",NA,NA,2008-09-11 19:00:00,41.145,-70.5667,39.6,"b",2.294,0,9.971,0.45,1
"MVCO_169","MVCO_169_02",NA,NA,2008-09-11 19:00:00,41.145,-70.5667,22.3,"a",0.364,0,8.313,0.066,1
"MVCO_169","MVCO_169_02",NA,NA,2008-09-11 19:00:00,41.145,-70.5667,22.3,"b",0.384,0,6.763,0.057,1
"MVCO_169","MVCO_169_03",NA,NA,2008-09-11 19:00:00,41.145,-70.5667,12.2,"a",0.19,0,2.58,0.074,1
"MVCO_169","MVCO_169_03",NA,NA,2008-09-11 19:00:00,41.145,-70.5667,12.2,"b",0.138,0.409,1.853,0.093,1
"MVCO_169","MVCO_169_04",NA,NA,2008-09-11 19:00:00,41.145,-70.5667,2.2,"a",0.054,0,0.703,0.09,1
"MVCO_169","MVCO_169_04",NA,NA,2008-09-11 19:00:00,41.145,-70.5667,2.2,"b",0,0.695,0.799,0.108,1
"MVCO_170","MVCO_170_01",NA,NA,2008-09-23 15:00:00,41.258,-70.5634,2,"a",6.586,0,0,0,1
"MVCO_170","MVCO_170_01",NA,NA,2008-09-23 15:00:00,41.258,-70.5634,2,"b",6.537,0,0.06,0,1
"MVCO_170","MVCO_170_02",NA,NA,2008-09-23 15:00:00,41.258,-70.5634,8,"a",1.553,0,1.562,0.234,1
"MVCO_170","MVCO_170_02",NA,NA,2008-09-23 15:00:00,41.258,-70.5634,8,"b",1.442,0,1.479,0.276,1
"MVCO_170","MVCO_170_03",NA,NA,2008-09-23 15:00:00,41.258,-70.5634,12,"a",0.145,0.248,1.646,0.182,1
"MVCO_170","MVCO_170_03",NA,NA,2008-09-23 15:00:00,41.258,-70.5634,12,"b",0.057,0.194,1.604,0,1
"MVCO_170","MVCO_170_04",NA,NA,2008-09-23 15:00:00,41.258,-70.5634,18,"a",0.123,0,1.624,0.145,1
"MVCO_170","MVCO_170_04",NA,NA,2008-09-23 15:00:00,41.258,-70.5634,18,"b",0.057,0.072,1.843,0.22,1
"MVCO_171","MVCO_171_01",NA,NA,2008-09-23 15:55:00,41.3254,-70.6255,2,"a",0.137,0.921,1.104,0.417,1
"MVCO_171","MVCO_171_01",NA,NA,2008-09-23 15:55:00,41.3254,-70.6255,2,"b",0,0.681,1.156,0.282,1
"MVCO_171","MVCO_171_02",NA,NA,2008-09-23 15:55:00,41.3254,-70.6255,6,"a",0,1.041,1.312,0.243,1
"MVCO_171","MVCO_171_02",NA,NA,2008-09-23 15:55:00,41.3254,-70.6255,6,"b",0.154,1.05,1.125,0.397,1
"MVCO_171","MVCO_171_03",NA,NA,2008-09-23 15:55:00,41.3254,-70.6255,10,"a",0,0.141,1.083,0.27,1
"MVCO_171","MVCO_171_03",NA,NA,2008-09-23 15:55:00,41.3254,-70.6255,10,"b",0,0.103,1.093,0.2,1
"MVCO_172","MVCO_172_01",NA,NA,2008-09-23 16:35:00,41.3254,-70.5689,2,"a",0.321,1.949,2.343,0.216,1
"MVCO_172","MVCO_172_01",NA,NA,2008-09-23 16:35:00,41.3254,-70.5689,2,"b",0.313,2.308,2.343,0.275,1
"MVCO_172","MVCO_172_02",NA,NA,2008-09-23 16:35:00,41.3254,-70.5689,6,"a",0.106,1.169,2.301,0.234,1
"MVCO_172","MVCO_172_02",NA,NA,2008-09-23 16:35:00,41.3254,-70.5689,6,"b",0.174,1.089,2.457,0.114,1
"MVCO_172","MVCO_172_03",NA,NA,2008-09-23 16:35:00,41.3254,-70.5689,10,"a",0,0.21,2.197,0.172,1
"MVCO_172","MVCO_172_03",NA,NA,2008-09-23 16:35:00,41.3254,-70.5689,10,"b",0.082,0.224,2.166,0.18,1
"MVCO_173","MVCO_173_01",NA,NA,2008-09-23 17:35:00,41.3372,-70.5572,2,"a",0,0.065,1.749,0.242,1
"MVCO_173","MVCO_173_01",NA,NA,2008-09-23 17:35:00,41.3372,-70.5572,2,"b",0.083,0,2.915,0.199,1
"MVCO_173","MVCO_173_02",NA,NA,2008-09-23 17:35:00,41.3372,-70.5572,7,"a",0,0.386,3.165,0.187,1
"MVCO_173","MVCO_173_02",NA,NA,2008-09-23 17:35:00,41.3372,-70.5572,7,"b",0,0.439,1.624,0.21,1
"MVCO_174","MVCO_174_01",NA,NA,2008-09-23 18:10:00,41.3261,-70.5062,2,"a",0.066,0,1.905,0,1
"MVCO_174","MVCO_174_01",NA,NA,2008-09-23 18:10:00,41.3261,-70.5062,2,"b",0,0.072,4.134,0.215,1
"MVCO_174","MVCO_174_02",NA,NA,2008-09-23 18:10:00,41.3261,-70.5062,6,"a",0.086,0.075,2.874,0.17,1
"MVCO_174","MVCO_174_02",NA,NA,2008-09-23 18:10:00,41.3261,-70.5062,6,"b",0,0,7.893,0.163,1
"MVCO_174","MVCO_174_03",NA,NA,2008-09-23 18:10:00,41.3261,-70.5062,10,"a",0.092,0,3.238,0.184,1
"MVCO_174","MVCO_174_03",NA,NA,2008-09-23 18:10:00,41.3261,-70.5062,10,"b",0,0,2.936,0.187,1
"MVCO_175","MVCO_175_01",NA,NA,2008-09-23 19:00:00,41.3237,-70.6839,2,"a",0,0.075,4.758,0.222,1
"MVCO_175","MVCO_175_01",NA,NA,2008-09-23 19:00:00,41.3237,-70.6839,2,"b",0.06,0,4.633,0.175,1
"MVCO_175","MVCO_175_02",NA,NA,2008-09-23 19:00:00,41.3237,-70.6839,6,"a",0.069,0,2.843,0.193,1
"MVCO_175","MVCO_175_02",NA,NA,2008-09-23 19:00:00,41.3237,-70.6839,6,"b",0.081,0.472,3.259,0.193,1
"MVCO_175","MVCO_175_03",NA,NA,2008-09-23 19:00:00,41.3237,-70.6839,10,"a",0.072,0,1.947,0.16,1
"MVCO_175","MVCO_175_03",NA,NA,2008-09-23 19:00:00,41.3237,-70.6839,10,"b",0.064,0,2.093,0.184,1
"MVCO_176","MVCO_176_01",NA,NA,2008-10-06 21:43:00,41.325,-70.5683,17,"a",0.676,4.769,5.908,0.823,1
"MVCO_176","MVCO_176_01",NA,NA,2008-10-06 21:43:00,41.325,-70.5683,17,"b",0.727,3.565,5.058,0.652,1
"MVCO_176","MVCO_176_02",NA,NA,2008-10-06 21:43:00,41.325,-70.5683,11,"a",0.064,1.088,1.595,0.394,1
"MVCO_176","MVCO_176_02",NA,NA,2008-10-06 21:43:00,41.325,-70.5683,11,"b",0.488,1.661,1.826,0.376,1
"MVCO_176","MVCO_176_03",NA,NA,2008-10-06 21:43:00,41.325,-70.5683,6,"a",0.129,1.515,1.511,0.255,1
"MVCO_176","MVCO_176_03",NA,NA,2008-10-06 21:43:00,41.325,-70.5683,6,"b",0,1.544,1.243,0.315,1
"MVCO_176","MVCO_176_04",NA,NA,2008-10-06 21:43:00,41.325,-70.5683,3,"a",1.562,0,1.753,0.341,1
"MVCO_176","MVCO_176_04",NA,NA,2008-10-06 21:43:00,41.325,-70.5683,3,"b",0.322,1.438,1.238,0.31,1
"MVCO_177","MVCO_177_01",NA,NA,2008-10-24 18:36:00,41.325,-70.565,15,"a",1.312,1.826,0.731,0.339,1
"MVCO_177","MVCO_177_01",NA,NA,2008-10-24 18:36:00,41.325,-70.565,15,"b",1.271,1.583,0.802,0.258,1
"MVCO_177","MVCO_177_02",NA,NA,2008-10-24 18:36:00,41.325,-70.565,10,"a",0.252,2.127,1.868,0.214,1
"MVCO_177","MVCO_177_02",NA,NA,2008-10-24 18:36:00,41.325,-70.565,10,"b",0.068,1.661,0.964,0.196,1
"MVCO_177","MVCO_177_03",NA,NA,2008-10-24 18:36:00,41.325,-70.565,6,"a",0,2.321,0.731,0.193,1
"MVCO_177","MVCO_177_03",NA,NA,2008-10-24 18:36:00,41.325,-70.565,6,"b",0,1.816,0.863,0.216,1
"MVCO_177","MVCO_177_04",NA,NA,2008-10-24 18:36:00,41.325,-70.565,3,"a",0.052,1.739,2.004,0.226,1
"MVCO_177","MVCO_177_04",NA,NA,2008-10-24 18:36:00,41.325,-70.565,3,"b",0.073,6.508,1.878,0.227,1
"MVCO_178","MVCO_178_01",NA,NA,2008-11-03 18:44:00,41.325,-70.5667,14,"a",0.701,1.331,2.372,0.153,1
"MVCO_178","MVCO_178_01",NA,NA,2008-11-03 18:44:00,41.325,-70.5667,14,"b",0.924,5.847,1.7,0.191,1
"MVCO_178","MVCO_178_02",NA,NA,2008-11-03 18:44:00,41.325,-70.5667,10,"a",0.232,1.467,2.802,0.244,1
"MVCO_178","MVCO_178_02",NA,NA,2008-11-03 18:44:00,41.325,-70.5667,10,"b",0.119,0,2.54,0.15,1
"MVCO_178","MVCO_178_03",NA,NA,2008-11-03 18:44:00,41.325,-70.5667,6,"a",0.126,0.624,2.298,0.096,1
"MVCO_178","MVCO_178_03",NA,NA,2008-11-03 18:44:00,41.325,-70.5667,6,"b",0.08,0.44,2.498,0.078,1
"MVCO_178","MVCO_178_04",NA,NA,2008-11-03 18:44:00,41.325,-70.5667,3,"a",0.078,1.03,3.159,0.072,1
"MVCO_178","MVCO_178_04",NA,NA,2008-11-03 18:44:00,41.325,-70.5667,3,"b",0.086,0.237,2.477,0.164,1
"MVCO_179","MVCO_179_00",NA,NA,2008-11-12 15:25:00,41.325,-70.5667,0,"a",0.056,4.954,5.845,0.248,1
"MVCO_179","MVCO_179_00",NA,NA,2008-11-12 15:25:00,41.325,-70.5667,0,"b",0.066,2.176,8.385,0.087,1
"MVCO_180","MVCO_180_01",NA,NA,2008-11-13 14:19:00,41.1433,-70.5683,39,"a",2.953,1.865,5.604,0.468,1
"MVCO_180","MVCO_180_01",NA,NA,2008-11-13 14:19:00,41.1433,-70.5683,39,"b",3.334,2.205,6.611,0.443,1
"MVCO_180","MVCO_180_02",NA,NA,2008-11-13 14:19:00,41.1433,-70.5683,25,"a",1.602,0,5.583,0.511,1
