"event_number","event_number_niskin","ship","cruise_ID","datetime","latitude","longitude","depth","replicate","nitrate_nitrite","ammonium","silicate","phosphate","iode_quality_flag_phosphate"
"MVCO_003","MVCO_003_01",NA,NA,2003-05-29 14:45:00,41.325,-70.5667,0,"a",0.648,13.53,1.845,0.407,1
"MVCO_005","MVCO_005_01",NA,NA,2003-06-25 17:55:00,41.325,-70.5667,0,"a",0.095,0.781,2.07,0.464,1
"MVCO_006","MVCO_006_01",NA,NA,2003-07-07 18:10:00,41.325,-70.5667,0,"a",0.053,0.689,4.062,0.964,1
"MVCO_008","MVCO_008_01",NA,NA,2003-07-31 18:15:00,41.325,-70.5667,0,"a",0.12,0.601,4.916,0.268,1
"MVCO_008","MVCO_008_01",NA,NA,2003-07-31 18:15:00,41.325,-70.5667,0,"b",0.116,0.599,5.887,0.214,1
"MVCO_009","MVCO_009_01",NA,NA,2003-08-13 17:30:00,41.325,-70.5667,0,"a",0,1.599,41.899,0.371,1
"MVCO_009","MVCO_009_01",NA,NA,2003-08-13 17:30:00,41.325,-70.5667,0,"b",0.742,3.236,46.314,0.373,1
"MVCO_010","MVCO_010_01",NA,NA,2003-08-15 17:00:00,41.325,-70.5667,0,"a",0,1.552,2.689,1.796,1
"MVCO_010","MVCO_010_01",NA,NA,2003-08-15 17:00:00,41.325,-70.5667,0,"b",0,0.887,1.05,1.469,1
"MVCO_014","MVCO_014_01",NA,NA,2003-10-01 22:00:00,41.325,-70.5667,0,"a",0.167,0.746,3.16,0.383,1
"MVCO_014","MVCO_014_01",NA,NA,2003-10-01 22:00:00,41.325,-70.5667,0,"b",0.089,0.768,9.361,0.283,1
"MVCO_015","MVCO_015_01",NA,NA,2003-10-09 13:00:00,41.325,-70.5667,0,"a",1.18,2.999,11.186,0.457,1
"MVCO_015","MVCO_015_01",NA,NA,2003-10-09 13:00:00,41.325,-70.5667,0,"b",0.28,1.883,7.565,2.59,1
"MVCO_017","MVCO_017_01",NA,NA,2003-11-18 14:00:00,41.325,-70.5667,0,"a",1.201,14.382,2.59,1.449,1
"MVCO_017","MVCO_017_01",NA,NA,2003-11-18 14:00:00,41.325,-70.5667,0,"b",0.83,1.788,5.171,0.499,1
"MVCO_017","MVCO_017_03",NA,NA,2003-11-18 14:00:00,41.325,-70.5667,4,"a",2.032,1.864,4.2,0.604,1
"MVCO_017","MVCO_017_03",NA,NA,2003-11-18 14:00:00,41.325,-70.5667,4,"b",2.008,2.772,4.749,0.687,1
"MVCO_017","MVCO_017_04",NA,NA,2003-11-18 14:00:00,41.325,-70.5667,12,"a",0.244,0.916,5.995,0.38,1
"MVCO_017","MVCO_017_04",NA,NA,2003-11-18 14:00:00,41.325,-70.5667,12,"b",1.426,6.093,4.052,0.951,1
"MVCO_018","MVCO_018_01",NA,NA,2004-02-02 17:45:00,41.325,-70.5667,0,"a",0.53,1.864,15.813,0.322,1
"MVCO_018","MVCO_018_01",NA,NA,2004-02-02 17:45:00,41.325,-70.5667,0,"b",0.417,1.722,16.387,0.39,1
"MVCO_018","MVCO_018_02",NA,NA,2004-02-02 17:45:00,41.325,-70.5667,4,"a",0.21,0.517,0.451,0.213,1
"MVCO_018","MVCO_018_02",NA,NA,2004-02-02 17:45:00,41.325,-70.5667,4,"b",0.296,1.514,0.432,0.289,1
"MVCO_018","MVCO_018_03",NA,NA,2004-02-02 17:45:00,41.325,-70.5667,12,"a",0.123,0.344,0.379,0.356,1
"MVCO_018","MVCO_018_03",NA,NA,2004-02-02 17:45:00,41.325,-70.5667,12,"b",0.179,1.107,11.186,0.142,1
"MVCO_018b","MVCO_018b_UNH",NA,NA,2004-02-02 18:45:00,41.325,-70.5667,0,"a",0.058,0.579,0,0.124,1
"MVCO_018b","MVCO_018b_UNH",NA,NA,2004-02-02 18:45:00,41.325,-70.5667,0,"b",0.104,0.056,6.721,0.212,1
"MVCO_019","MVCO_019_01",NA,NA,2004-05-06 18:50:00,41.325,-70.5667,0,"a",0.153,0.196,6.957,0.223,1
"MVCO_019","MVCO_019_01",NA,NA,2004-05-06 18:50:00,41.325,-70.5667,0,"b",0.485,0.137,3.837,0.268,1
"MVCO_020","MVCO_020_01",NA,NA,2004-05-10 16:00:00,41.325,-70.5667,0,"a",0.546,0.175,2.208,0.386,1
"MVCO_020","MVCO_020_01",NA,NA,2004-05-10 16:00:00,41.325,-70.5667,0,"b",0.616,0.24,2.904,0.242,1
"MVCO_020","MVCO_020_02",NA,NA,2004-05-10 16:00:00,41.325,-70.5667,4,"a",2.37,0.621,4.955,0.283,1
"MVCO_020","MVCO_020_02",NA,NA,2004-05-10 16:00:00,41.325,-70.5667,4,"b",2.637,0.993,4.406,0.276,1
"MVCO_020","MVCO_020_03",NA,NA,2004-05-10 16:00:00,41.325,-70.5667,12,"a",0.79,1.296,4.749,0.474,1
"MVCO_020","MVCO_020_03",NA,NA,2004-05-10 16:00:00,41.325,-70.5667,12,"b",0.494,0.251,8.007,0.271,1
"MVCO_020b","MVCO_020b_UNH",NA,NA,2004-05-10 16:00:00,41.325,-70.5667,0,"a",0.476,1.495,2.895,0.348,1
"MVCO_020c","MVCO_020c_UNH",NA,NA,2004-05-10 16:00:00,41.325,-70.5667,0,"a",0.108,0.23,2.345,0.22,1
"MVCO_020c","MVCO_020c_UNH",NA,NA,2004-05-10 16:00:00,41.325,-70.5667,0,"b",0.141,1.996,3.905,0.263,1
"MVCO_021","MVCO_021_01",NA,NA,2004-06-29 16:00:00,41.325,-70.5667,0,"a",1.16,2.261,5.691,0.41,1
"MVCO_021","MVCO_021_01",NA,NA,2004-06-29 16:00:00,41.325,-70.5667,0,"b",0.689,1.391,3.258,0.349,1
"MVCO_021","MVCO_021_02",NA,NA,2004-06-29 16:00:00,41.325,-70.5667,4,"a",0.724,1.665,2.993,0.299,1
"MVCO_021","MVCO_021_02",NA,NA,2004-06-29 16:00:00,41.325,-70.5667,4,"b",0.58,1.514,3.837,0.41,1
"MVCO_021","MVCO_021_03",NA,NA,2004-06-29 16:00:00,41.325,-70.5667,12,"a",0.246,0.873,3.635,0.267,1
"MVCO_021","MVCO_021_03",NA,NA,2004-06-29 16:00:00,41.325,-70.5667,12,"b",0.112,0.237,4.994,0.305,1
"MVCO_023","MVCO_023_01",NA,NA,2004-07-27 12:00:00,41.325,-70.5667,0,"a",0.052,0.619,6.309,0.419,1
"MVCO_024","MVCO_024_01",NA,NA,2004-09-03 21:00:00,41.325,-70.5667,0,"a",0,0.072,5.014,0.524,1
"MVCO_024","MVCO_024_02",NA,NA,2004-09-03 21:00:00,41.325,-70.5667,4,"a",0.071,0.049,4.887,0.364,1
"MVCO_024","MVCO_024_03",NA,NA,2004-09-03 21:00:00,41.325,-70.5667,12,"a",0,0.269,5.201,0.43,1
"MVCO_025","MVCO_025_01",NA,NA,2004-09-14 19:00:00,41.325,-70.5667,0,"a",0.083,0.913,28.946,0.397,1
"MVCO_026","MVCO_026_01",NA,NA,2004-09-22 17:15:00,41.325,-70.5667,0,"a",0.532,2.876,9.469,0.584,1
"MVCO_027","MVCO_027_01",NA,NA,2004-10-04 16:00:00,41.325,-70.5667,0,"a",0,0.135,4.71,0.628,1
"MVCO_027","MVCO_027_02",NA,NA,2004-10-04 16:00:00,41.325,-70.5667,4,"a",0,2.309,5.201,0.783,1
"MVCO_027","MVCO_027_03",NA,NA,2004-10-04 16:00:00,41.325,-70.5667,12,"a",0.738,1.296,6.221,0.647,1
"MVCO_027","MVCO_027_03",NA,NA,2004-10-04 16:00:00,41.325,-70.5667,12,"b",0.661,1.344,8.223,0.596,1
"MVCO_031","MVCO_031_01",NA,NA,2005-03-17 18:00:00,41.325,-70.5667,0,"a",0.152,0.865,2.021,0.165,1
"MVCO_031","MVCO_031_01",NA,NA,2005-03-17 18:00:00,41.325,-70.5667,0,"b",0.088,0.926,1.884,0.169,1
"MVCO_031b","MVCO_031b_UNH",NA,NA,2005-03-17 19:00:00,41.325,-70.5667,0,"a",0.074,0.44,0.751,0.052,1
"MVCO_031b","MVCO_031b_UNH",NA,NA,2005-03-17 19:00:00,41.325,-70.5667,0,"b",0.044,0.386,2.885,0.059,1
"MVCO_032","MVCO_032_01",NA,NA,2005-04-19 20:00:00,41.325,-70.5667,0,"a",0,0,3.797,0.221,1
"MVCO_032","MVCO_032_01",NA,NA,2005-04-19 20:00:00,41.325,-70.5667,0,"b",0.238,1.731,3.689,0.229,1
"MVCO_033","MVCO_033_01",NA,NA,2005-05-04 14:40:00,41.325,-70.5667,0,"a",0.12,0.598,4.111,0.243,1
"MVCO_033","MVCO_033_01",NA,NA,2005-05-04 14:40:00,41.325,-70.5667,0,"b",0,0.984,2.424,0.332,1
"MVCO_034","MVCO_034_01",NA,NA,2005-06-08 22:00:00,41.325,-70.5667,0,"a",0.229,0.846,4.445,0,1
"MVCO_034","MVCO_034_01",NA,NA,2005-06-08 22:00:00,41.325,-70.5667,0,"b",0.106,1.287,22.274,0.207,1
"MVCO_035","MVCO_035_01",NA,NA,2005-06-23 19:00:00,41.325,-70.5667,0,"a",0.721,2.063,14.228,0.283,1
"MVCO_035","MVCO_035_01",NA,NA,2005-06-23 19:00:00,41.325,-70.5667,0,"b",0.052,0.673,5.524,0.353,1
"MVCO_036","MVCO_036_01",NA,NA,2005-07-05 18:30:00,41.325,-70.5667,0,"a",0,1.968,3.729,0.172,1
"MVCO_036","MVCO_036_01",NA,NA,2005-07-05 18:30:00,41.325,-70.5667,0,"b",0.064,0.527,5.534,0.436,1
"MVCO_038","MVCO_038_01",NA,NA,2005-08-02 18:00:00,41.325,-70.5667,0,"a",0.053,1.183,4.337,0.373,1
"MVCO_038","MVCO_038_01",NA,NA,2005-08-02 18:00:00,41.325,-70.5667,0,"b",0.053,0.932,3.179,0.17,1
"MVCO_039","MVCO_039_01",NA,NA,2005-08-10 18:00:00,41.325,-70.5667,0,"a",0.133,1.003,21.293,0.222,1
"MVCO_039","MVCO_039_01",NA,NA,2005-08-10 18:00:00,41.325,-70.5667,0,"b",0.052,0.433,1.884,0.404,1
"MVCO_040","MVCO_040_01",NA,NA,2005-08-30 21:45:00,41.325,-70.5667,0,"a",0.145,0.641,6.123,0.206,1
"MVCO_040","MVCO_040_01",NA,NA,2005-08-30 21:45:00,41.325,-70.5667,0,"b",0.259,1.088,4.18,0.332,1
"MVCO_041","MVCO_041_01",NA,NA,2005-09-19 20:00:00,41.325,-70.5667,0,"a",0.052,0.396,3.464,0.267,1
"MVCO_041","MVCO_041_01",NA,NA,2005-09-19 20:00:00,41.325,-70.5667,0,"b",0.848,2.536,2.875,0.299,1
"MVCO_042","MVCO_042_01",NA,NA,2005-10-21 20:10:00,41.325,-70.5667,0,"a",0.058,0.444,4.69,0.205,1
"MVCO_042","MVCO_042_01",NA,NA,2005-10-21 20:10:00,41.325,-70.5667,0,"b",0.173,0.252,5.338,0.246,1
"MVCO_043","MVCO_043_01",NA,NA,2005-12-14 14:20:00,41.325,-70.5667,0,"b",0.138,0.879,3.964,0.405,1
"MVCO_044","MVCO_044_01",NA,NA,2006-02-02 18:35:00,41.325,-70.5667,0,"a",0.044,1.107,3.209,0.221,1
"MVCO_044","MVCO_044_01",NA,NA,2006-02-02 18:35:00,41.325,-70.5667,0,"b",0.224,2.999,5.966,0.226,1
"MVCO_045","MVCO_045_01",NA,NA,2006-02-16 21:00:00,41.325,-70.5667,0,"a",0.863,2.394,3.729,0.579,1
"MVCO_045","MVCO_045_01",NA,NA,2006-02-16 21:00:00,41.325,-70.5667,0,"b",1.816,7.2,8.605,0.571,1
"MVCO_046","MVCO_046_01",NA,NA,2006-04-19 21:10:00,41.325,-70.5667,0,"a",0.07,0.6,2.5,0.05,1
"MVCO_046","MVCO_046_01",NA,NA,2006-04-19 21:10:00,41.325,-70.5667,0,"b",0.06,0.6,3.1,0.06,1
"MVCO_047","MVCO_047_01",NA,NA,2006-04-28 14:15:00,41.325,-70.5667,0,"a",0.08,0.5,3.1,0.07,1
"MVCO_047","MVCO_047_01",NA,NA,2006-04-28 14:15:00,41.325,-70.5667,0,"b",0.06,0.3,2.9,0.06,1
"MVCO_048","MVCO_048_01",NA,NA,2006-05-08 17:00:00,41.325,-70.5667,0,"a",0.05,1.3,3.1,0.05,1
"MVCO_048","MVCO_048_01",NA,NA,2006-05-08 17:00:00,41.325,-70.5667,0,"b",0.08,1.5,3.1,0.07,1
"MVCO_049","MVCO_049_01",NA,NA,2006-05-24 14:20:00,41.325,-70.5667,0,"a",0.05,0.5,11.9,0.07,1
"MVCO_049","MVCO_049_01",NA,NA,2006-05-24 14:20:00,41.325,-70.5667,0,"b",0.06,0.3,10.7,0.07,1
"MVCO_050","MVCO_050_01",NA,NA,2006-06-06 18:15:00,41.325,-70.5667,0,"a",0.08,1.5,8.7,0.06,1
"MVCO_050","MVCO_050_01",NA,NA,2006-06-06 18:15:00,41.325,-70.5667,0,"b",0.07,1.5,8,0.05,1
"MVCO_051","MVCO_051_01",NA,NA,2006-06-21 18:00:00,41.325,-70.5667,0,"a",0.062,1.55,12,0.167,1
"MVCO_051","MVCO_051_01",NA,NA,2006-06-21 18:00:00,41.325,-70.5667,0,"b",0.062,1.48,11.1,0.11,1
"MVCO_052","MVCO_052_01",NA,NA,2006-07-17 20:20:00,41.325,-70.5667,0,"a",0.081,1.17,4.45,0.14,1
"MVCO_052","MVCO_052_01",NA,NA,2006-07-17 20:20:00,41.325,-70.5667,0,"b",0.073,1.16,5.2,0,1
"MVCO_053","MVCO_053_01",NA,NA,2006-07-27 16:40:00,41.325,-70.5667,0,"a",0.237,2.35,7.45,0.169,1
"MVCO_053","MVCO_053_01",NA,NA,2006-07-27 16:40:00,41.325,-70.5667,0,"b",0.262,2.06,7.8,0.158,1
"MVCO_054","MVCO_054_01",NA,NA,2006-08-04 18:25:00,41.325,-70.5667,0,"a",0.063,0.781,15.3,0,1
"MVCO_054","MVCO_054_01",NA,NA,2006-08-04 18:25:00,41.325,-70.5667,0,"b",0.055,0.464,16.7,0,1
"MVCO_055","MVCO_055_01",NA,NA,2006-08-26 19:00:00,41.325,-70.5667,0,"a",0.091,0.913,18.9,0,1
"MVCO_055","MVCO_055_01",NA,NA,2006-08-26 19:00:00,41.325,-70.5667,0,"b",0.081,1.4,17.6,0,1
"MVCO_056","MVCO_056_01",NA,NA,2006-08-30 14:30:00,41.325,-70.5667,0,"a",0.089,2.03,6.45,0.094,1
"MVCO_056","MVCO_056_01",NA,NA,2006-08-30 14:30:00,41.325,-70.5667,0,"b",0.064,2.05,6.53,0.063,1
"MVCO_057","MVCO_057_01",NA,NA,2006-09-27 15:50:00,41.325,-70.5667,0,"a",1.623,2.14,2.56,0,1
"MVCO_057","MVCO_057_01",NA,NA,2006-09-27 15:50:00,41.325,-70.5667,0,"b",1.75,1.97,2.53,0.053,1
"MVCO_058","MVCO_058_01",NA,NA,2006-11-03 20:00:00,41.325,-70.5667,0,"a",1.34,3.29,6.78,0.257,1
"MVCO_058","MVCO_058_01",NA,NA,2006-11-03 20:00:00,41.325,-70.5667,0,"b",1.23,2.6,6.04,0.285,1
"MVCO_059","MVCO_059_01",NA,NA,2006-12-18 20:00:00,41.325,-70.5667,0,"a",6.07,5.02,3.6,0.219,1
"MVCO_059","MVCO_059_01",NA,NA,2006-12-18 20:00:00,41.325,-70.5667,0,"b",5.91,5.09,3.18,0.073,1
"MVCO_060","MVCO_060_01",NA,NA,2006-12-20 19:30:00,41.325,-70.5667,0,"a",0.791,2.12,1.99,0.122,1
"MVCO_060","MVCO_060_01",NA,NA,2006-12-20 19:30:00,41.325,-70.5667,0,"b",0.705,1.95,1.57,0.139,1
"MVCO_061","MVCO_061_01",NA,NA,2007-01-24 18:00:00,41.325,-70.5667,0,"a",1.1,1.1,3.35,0,1
"MVCO_061","MVCO_061_01",NA,NA,2007-01-24 18:00:00,41.325,-70.5667,0,"b",1.06,1.05,3.53,0,1
"MVCO_062","MVCO_062_01",NA,NA,2007-02-01 16:30:00,41.325,-70.5667,0,"a",0.053,2.02,2.91,0.073,1
"MVCO_062","MVCO_062_01",NA,NA,2007-02-01 16:30:00,41.325,-70.5667,0,"b",0,1.98,3.24,0.082,1
"MVCO_063","MVCO_063_01",NA,NA,2007-02-28 20:00:00,41.325,-70.5667,0,"a",0,1.41,1.71,0.071,1
"MVCO_063","MVCO_063_01",NA,NA,2007-02-28 20:00:00,41.325,-70.5667,0,"b",0,1.309,1.84,0.052,1
"MVCO_064","MVCO_064_01",NA,NA,2007-03-01 18:30:00,41.325,-70.5667,0,"a",0.051,1.16,4.34,0,1
"MVCO_064","MVCO_064_01",NA,NA,2007-03-01 18:30:00,41.325,-70.5667,0,"b",0,1.174,4.24,0.062,1
"MVCO_065","MVCO_065_01",NA,NA,2007-03-09 17:45:00,41.325,-70.5667,0,"a",0.064,0.778,1.526,0.061,1
"MVCO_065","MVCO_065_01",NA,NA,2007-03-09 17:45:00,41.325,-70.5667,0,"b",0.06,0.472,1.457,0.069,1
"MVCO_066","MVCO_066_01",NA,NA,2007-04-11 16:21:00,41.325,-70.5667,0,"a",0,0,2.747,0.069,1
"MVCO_066","MVCO_066_01",NA,NA,2007-04-11 16:21:00,41.325,-70.5667,0,"b",0.071,0.193,2.834,0.06,1
"MVCO_067","MVCO_067_01",NA,NA,2007-04-11 15:10:00,41.2541,-70.5919,0,"a",0.06,0.349,2.805,0.121,1
"MVCO_067","MVCO_067_01",NA,NA,2007-04-11 15:10:00,41.2541,-70.5919,0,"b",0.061,0,2.25,0.091,1
"MVCO_068","MVCO_068_01",NA,NA,2007-04-23 17:05:00,41.325,-70.5667,0,"a",0.081,0.794,1.677,0,1
"MVCO_068","MVCO_068_01",NA,NA,2007-04-23 17:05:00,41.325,-70.5667,0,"b",0.05,0.605,1.625,0.065,1
"MVCO_069","MVCO_069_01",NA,NA,2007-05-03 17:40:00,41.325,-70.5667,0,"a",0.05,0.715,3.003,0.07,1
"MVCO_069","MVCO_069_01",NA,NA,2007-05-03 17:40:00,41.325,-70.5667,0,"b",0.062,0.728,3.082,0.057,1
"MVCO_070","MVCO_070_01",NA,NA,2007-05-21 14:20:00,41.2542,-70.5957,22.8,"a",1.237,0.492,2.022,0.069,1
"MVCO_070","MVCO_070_01",NA,NA,2007-05-21 14:20:00,41.2542,-70.5957,22.8,"b",0.997,0.495,2.121,0.057,1
"MVCO_070","MVCO_070_02",NA,NA,2007-05-21 14:20:00,41.2542,-70.5957,16.6,"a",0.155,0.394,1.407,0,1
"MVCO_070","MVCO_070_02",NA,NA,2007-05-21 14:20:00,41.2542,-70.5957,16.6,"b",0.229,0.065,0.842,0.092,1
"MVCO_070","MVCO_070_03",NA,NA,2007-05-21 14:20:00,41.2542,-70.5957,8.4,"a",0.051,0,0.507,0.065,1
"MVCO_070","MVCO_070_03",NA,NA,2007-05-21 14:20:00,41.2542,-70.5957,8.4,"b",0.209,0.248,0.672,0.1,1
"MVCO_070","MVCO_070_04",NA,NA,2007-05-21 14:20:00,41.2542,-70.5957,2,"a",0.081,0.426,0.636,0.116,1
"MVCO_070","MVCO_070_04",NA,NA,2007-05-21 14:20:00,41.2542,-70.5957,2,"b",0.061,0.129,0.465,0.107,1
"MVCO_071","MVCO_071_01",NA,NA,2007-05-21 15:05:00,41.2085,-70.5897,30,"a",0.071,1.723,4.5,0.054,1
"MVCO_071","MVCO_071_01",NA,NA,2007-05-21 15:05:00,41.2085,-70.5897,30,"b",0.061,1.719,3.984,0.064,1
"MVCO_071","MVCO_071_02",NA,NA,2007-05-21 15:05:00,41.2085,-70.5897,17,"a",0.059,0.277,2.17,0.081,1
"MVCO_071","MVCO_071_02",NA,NA,2007-05-21 15:05:00,41.2085,-70.5897,17,"b",0.063,0.353,1.923,0.07,1
"MVCO_071","MVCO_071_03",NA,NA,2007-05-21 15:05:00,41.2085,-70.5897,10,"a",0.051,0.093,0.9,0.065,1
"MVCO_071","MVCO_071_03",NA,NA,2007-05-21 15:05:00,41.2085,-70.5897,10,"b",0.051,0.131,0.733,0.065,1
"MVCO_071","MVCO_071_04",NA,NA,2007-05-21 15:05:00,41.2085,-70.5897,2,"a",0,0,0.616,0,1
"MVCO_071","MVCO_071_04",NA,NA,2007-05-21 15:05:00,41.2085,-70.5897,2,"b",0.081,0,0.568,0.065,1
"MVCO_072","MVCO_072_01",NA,NA,2007-05-21 15:57:00,41.3222,-70.567,14,"a",0.071,0.055,2.715,0.097,1
"MVCO_072","MVCO_072_01",NA,NA,2007-05-21 15:57:00,41.3222,-70.567,14,"b",0.062,0.153,6.521,0.086,1
"MVCO_072","MVCO_072_02",NA,NA,2007-05-21 15:57:00,41.3222,-70.567,9,"a",0.173,0.556,1.727,0.056,1
"MVCO_072","MVCO_072_02",NA,NA,2007-05-21 15:57:00,41.3222,-70.567,9,"b",0.115,0.595,1.407,0.053,1
"MVCO_072","MVCO_072_03",NA,NA,2007-05-21 15:57:00,41.3222,-70.567,5,"a",0.054,0.611,0.89,0.065,1
"MVCO_072","MVCO_072_03",NA,NA,2007-05-21 15:57:00,41.3222,-70.567,5,"b",0.158,0.583,1.695,0.057,1
"MVCO_072","MVCO_072_04",NA,NA,2007-05-21 15:57:00,41.3222,-70.567,2,"a",0.293,0.536,2.607,0.068,1
"MVCO_072","MVCO_072_04",NA,NA,2007-05-21 15:57:00,41.3222,-70.567,2,"b",0.281,0.755,2.765,0.055,1
"MVCO_073","MVCO_073_01",NA,NA,2007-05-21 17:35:00,41.339,-70.5574,10,"a",0.536,0.549,1.546,0,1
"MVCO_073","MVCO_073_01",NA,NA,2007-05-21 17:35:00,41.339,-70.5574,10,"b",0.483,0.567,0.95,0.065,1
"MVCO_073","MVCO_073_02",NA,NA,2007-05-21 17:35:00,41.339,-70.5574,7,"a",0.083,0,1.14,0.087,1
"MVCO_073","MVCO_073_02",NA,NA,2007-05-21 17:35:00,41.339,-70.5574,7,"b",0.098,0,0.767,0.116,1
"MVCO_073","MVCO_073_03",NA,NA,2007-05-21 17:35:00,41.339,-70.5574,4,"a",0.086,0,0.905,0.102,1
"MVCO_073","MVCO_073_03",NA,NA,2007-05-21 17:35:00,41.339,-70.5574,4,"b",0.11,0,1.328,0.123,1
"MVCO_073","MVCO_073_04",NA,NA,2007-05-21 17:35:00,41.339,-70.5574,2,"a",0.128,0.26,2.547,0.127,1
"MVCO_073","MVCO_073_04",NA,NA,2007-05-21 17:35:00,41.339,-70.5574,2,"b",0.084,0.136,3.4,0.133,1
"MVCO_074","MVCO_074_01",NA,NA,2007-05-21 18:28:00,41.3325,-70.496,13,"a",0.064,0.454,3.421,0.1,1
"MVCO_074","MVCO_074_01",NA,NA,2007-05-21 18:28:00,41.3325,-70.496,13,"b",0.072,0,3.815,0.127,1
"MVCO_074","MVCO_074_02",NA,NA,2007-05-21 18:28:00,41.3325,-70.496,9,"a",0.063,0.393,4.083,0.056,1
"MVCO_074","MVCO_074_02",NA,NA,2007-05-21 18:28:00,41.3325,-70.496,9,"b",0.061,0.704,4.103,0.077,1
"MVCO_074","MVCO_074_03",NA,NA,2007-05-21 18:28:00,41.3325,-70.496,5,"a",0,0.456,1.387,0,1
"MVCO_074","MVCO_074_03",NA,NA,2007-05-21 18:28:00,41.3325,-70.496,5,"b",0,0.176,0.801,0,1
"MVCO_074","MVCO_074_04",NA,NA,2007-05-21 18:28:00,41.3325,-70.496,2,"a",0.054,0.414,0.811,0.052,1
"MVCO_074","MVCO_074_04",NA,NA,2007-05-21 18:28:00,41.3325,-70.496,2,"b",0,0.663,0.99,0.046,1
"MVCO_075","MVCO_075_01",NA,NA,2007-05-21 18:59:00,41.3046,-70.4151,8,"a",0.096,0.58,5.243,0.042,1
"MVCO_075","MVCO_075_01",NA,NA,2007-05-21 18:59:00,41.3046,-70.4151,8,"b",0,0.818,0.961,0.052,1
"MVCO_075","MVCO_075_02",NA,NA,2007-05-21 18:59:00,41.3046,-70.4151,6,"a",0,0.549,0.959,0.063,1
"MVCO_075","MVCO_075_02",NA,NA,2007-05-21 18:59:00,41.3046,-70.4151,6,"b",0,0.342,0.891,0.074,1
"MVCO_075","MVCO_075_03",NA,NA,2007-05-21 18:59:00,41.3046,-70.4151,4,"a",0.064,1.988,1.853,0,1
"MVCO_075","MVCO_075_03",NA,NA,2007-05-21 18:59:00,41.3046,-70.4151,4,"b",0,1.936,1.625,0,1
"MVCO_075","MVCO_075_04",NA,NA,2007-05-21 18:59:00,41.3046,-70.4151,2,"a",0.063,0.911,0.876,0.056,1
"MVCO_075","MVCO_075_04",NA,NA,2007-05-21 18:59:00,41.3046,-70.4151,2,"b",0.062,0.119,1.53,0.068,1
"MVCO_076","MVCO_076_01",NA,NA,2007-06-07 13:25:00,41.2017,-70.5673,2,"a",0.051,0,1.301,0,1
"MVCO_076","MVCO_076_02",NA,NA,2007-06-07 13:25:00,41.2017,-70.5673,6,"a",0.203,0,2.239,0,1
"MVCO_076","MVCO_076_03",NA,NA,2007-06-07 13:25:00,41.2017,-70.5673,15,"a",0.276,0.561,1.914,0,1
"MVCO_076","MVCO_076_04",NA,NA,2007-06-07 13:25:00,41.2017,-70.5673,30,"a",0,0.992,3.995,0.081,1
"MVCO_077","MVCO_077_01",NA,NA,2007-06-07 14:40:00,41.2548,-70.5923,2,"a",0,0,1.73,0.074,1
"MVCO_077","MVCO_077_02",NA,NA,2007-06-07 14:40:00,41.2548,-70.5923,8,"a",0.053,0,3.87,0.064,1
"MVCO_077","MVCO_077_03",NA,NA,2007-06-07 14:40:00,41.2548,-70.5923,16,"a",0.069,0,2.46,0.051,1
"MVCO_077","MVCO_077_04",NA,NA,2007-06-07 14:40:00,41.2548,-70.5923,23,"a",0,1.96,4.14,0,1
"MVCO_078","MVCO_078_01",NA,NA,2007-06-07 15:30:00,41.3226,-70.5689,2,"a",1.377,0.155,1.041,0.062,1
"MVCO_078","MVCO_078_01",NA,NA,2007-06-07 15:30:00,41.3226,-70.5689,2,"b",1.087,0.58,0.845,0,1
"MVCO_078","MVCO_078_01",NA,NA,2007-06-07 15:30:00,41.3226,-70.5689,2,"c",0.091,1.27,1.53,1.99,1
"MVCO_078","MVCO_078_02",NA,NA,2007-06-07 15:30:00,41.3226,-70.5689,7,"a",0.064,0.487,1.001,0.097,1
"MVCO_078","MVCO_078_02",NA,NA,2007-06-07 15:30:00,41.3226,-70.5689,7,"b",0.061,0.466,1.764,0.142,1
"MVCO_078","MVCO_078_02",NA,NA,2007-06-07 15:30:00,41.3226,-70.5689,7,"c",0,0.058,1.96,0,1
"MVCO_078","MVCO_078_03",NA,NA,2007-06-07 15:30:00,41.3226,-70.5689,12,"a",0.063,1.315,0.694,0.088,1
"MVCO_078","MVCO_078_03",NA,NA,2007-06-07 15:30:00,41.3226,-70.5689,12,"b",0.052,0.497,1.338,0.07,1
"MVCO_078","MVCO_078_03",NA,NA,2007-06-07 15:30:00,41.3226,-70.5689,12,"c",0.051,0.391,1.68,0,1
"MVCO_079","MVCO_079_01",NA,NA,2007-06-07 16:30:00,41.3361,-70.5557,2,"a",0.083,0.092,2.656,0.106,1
"MVCO_079","MVCO_079_02",NA,NA,2007-06-07 16:30:00,41.3361,-70.5557,5,"a",0.115,0.451,2.16,0.067,1
"MVCO_079","MVCO_079_03",NA,NA,2007-06-07 16:30:00,41.3361,-70.5557,9,"a",0.054,0.154,3.66,0,1
"MVCO_080","MVCO_080_01",NA,NA,2007-06-07 17:30:00,41.3251,-70.6276,2,"a",0,0,0.497,0,1
"MVCO_080","MVCO_080_02",NA,NA,2007-06-07 17:30:00,41.3251,-70.6276,8,"a",0.591,0,1.42,0.053,1
"MVCO_080","MVCO_080_03",NA,NA,2007-06-07 17:30:00,41.3251,-70.6276,11,"a",0.521,0.13,1.44,0,1
